address,year
"г. Пермь, ул. Переселенческая, д. 113",1958
"г. Пермь, ул. Пермская, д. 1, к. б",1917
"г. Пермь, ул. Пермская, д. 1Б",1917
"г. Пермь, ул. Пермская, д. 30",2008
"г. Пермь, ул. Пермская, д. 46",1994
"г. Пермь, ул. Пермская, д. 51",1917
"г. Пермь, ул. Пермская, д. 52, к. а",1917
"г. Пермь, ул. Пермская, д. 52, к. в",1917
"г. Пермь, ул. Пермская, д. 56",2e3
"г. Пермь, ул. Пермская, д. 58, лит. Б",1963
"г. Пермь, ул. Пермская, д. 58, лит. А",1917
"г. Пермь, ул. Пермская, д. 58а",1917
"г. Пермь, ул. Пермская, д. 60",1917
"г. Пермь, ул. Пермская, д. 60, лит. В",1917
"г. Пермь, ул. Пермская, д. 60, к. с",1917
"г. Пермь, ул. Пермская, д. 60C",1917
"г. Пермь, ул. Пермская, д. 60в",1917
"г. Пермь, ул. Пермская, д. 63",2003
"г. Пермь, ул. Пермская, д. 63/1",2005
"г. Пермь, ул. Пермская, д. 66",1917
"г. Пермь, ул. Пермская, д. 126",1977
"г. Пермь, ул. Пермская, д. 128а",1991
"г. Пермь, ул. Пермская, д. 160",1973
"г. Пермь, ул. Пермская, д. 200",2008
"г. Пермь, ул. Пермская, д. 224",1983
"г. Пермь, ул. Петрозаводская, д. 15",1957
"г. Пермь, ул. Петрозаводская, д. 17",1957
"г. Пермь, ул. Петропавловская, д. 11",1917
"г. Пермь, ул. Петропавловская, д. 11",1917
"г. Пермь, ул. Петропавловская, д. 11, к. а",1950
"г. Пермь, ул. Петропавловская, д. 11а",1950
"г. Пермь, ул. Петропавловская, д. 13",1992
"г. Пермь, ул. Петропавловская, д. 13, к. а",1949
"г. Пермь, ул. Петропавловская, д. 14",1934
"г. Пермь, ул. Петропавловская, д. 17",1961
"г. Пермь, ул. Петропавловская, д. 19",2e3
"г. Пермь, ул. Петропавловская, д. 30 а",1917
"г. Пермь, ул. Петропавловская, д. 37",1967
"г. Пермь, ул. Петропавловская, д. 46",1961
"г. Пермь, ул. Петропавловская, д. 60",1964
"г. Пермь, ул. Петропавловская, д. 62",1962
"г. Пермь, ул. Петропавловская, д. 64",1960
"г. Пермь, ул. Петропавловская, д. 66",1958
"г. Пермь, ул. Петропавловская, д. 68",1960
"г. Пермь, ул. Петропавловская, д. 70",1963
"г. Пермь, ул. Петропавловская, д. 72",1969
"г. Пермь, ул. Петропавловская, д. 76",1964
"г. Пермь, ул. Петропавловская, д. 78",1964
"г. Пермь, ул. Петропавловская, д. 79",1971
"г. Пермь, ул. Петропавловская, д. 81",1973
"г. Пермь, ул. Петропавловская, д. 82",1965
"г. Пермь, ул. Петропавловская, д. 83",1973
"г. Пермь, ул. Петропавловская, д. 84",1965
"г. Пермь, ул. Петропавловская, д. 85",1972
"г. Пермь, ул. Петропавловская, д. 86",1961
"г. Пермь, ул. Петропавловская, д. 87",1970
"г. Пермь, ул. Петропавловская, д. 88",1959
"г. Пермь, ул. Петропавловская, д. 91",1971
"г. Пермь, ул. Петропавловская, д. 93",1972
"г. Пермь, ул. Петропавловская, д. 97",1964
"г. Пермь, ул. Петропавловская, д. 103",1976
"г. Пермь, ул. Петропавловская, д. 105",1997
"г. Пермь, ул. Петропавловская, д. 109",1973
"г. Пермь, ул. Петропавловская, д. 111",1972
"г. Пермь, ул. Петропавловская, д. 123",2001
"г. Пермь, ул. Пионерская, д. 4",1955
"г. Пермь, ул. Пионерская, д. 5А",1953
"г. Пермь, ул. Пионерская, д. 7, к. а",1937
"г. Пермь, ул. Пионерская, д. 8",1964
"г. Пермь, ул. Пионерская, д. 9",1965
"г. Пермь, ул. Пионерская, д. 12",1963
"г. Пермь, ул. Пионерская, д. 15",1962
"г. Пермь, ул. Писарева, д. 4",1950
"г. Пермь, ул. Писарева, д. 7",1960
"г. Пермь, ул. Писарева, д. 11",1961
"г. Пермь, ул. Писарева, д. 28",1968
"г. Пермь, ул. Писарева, д. 29, к. в",2016
"г. Пермь, ул. Писарева, д. 29 б",2015
"г. Пермь, ул. Писарева, д. 30",1967
"г. Пермь, ул. Писарева, д. 34",1969
"г. Пермь, ул. Писарева, д. 49",1951
"г. Пермь, ул. Писарева, д. 53",1951
"г. Пермь, ул. Писарева, д. 55",1951
"г. Пермь, ул. Писарева, д. 56, к. Б",2012
"г. Пермь, ул. Писарева, д. 56, к. г",2012
"г. Пермь, ул. Писарева, д. 59",1951
"г. Пермь, ул. Пихтовая, д. 8",1957
"г. Пермь, ул. Пихтовая, д. 10",1962
"г. Пермь, ул. Пихтовая, д. 14",1960
"г. Пермь, ул. Пихтовая, д. 18",1959
"г. Пермь, ул. Пихтовая, д. 26",1958
"г. Пермь, ул. Пихтовая, д. 28",1958
"г. Пермь, ул. Пихтовая, д. 28а",1961
"г. Пермь, ул. Пихтовая, д. 30",1959
"г. Пермь, ул. Пихтовая, д. 30а",1961
"г. Пермь, ул. Пихтовая, д. 32",1959
"г. Пермь, ул. Пихтовая, д. 34",1959
"г. Пермь, ул. Пихтовая, д. 36",1959
"г. Пермь, ул. Пихтовая, д. 38, к. а",1968
"г. Пермь, ул. Пихтовая, д. 38А",1968
"г. Пермь, ул. Пихтовая, д. 40, к. а",1962
"г. Пермь, ул. Пихтовая, д. 40а",1962
"г. Пермь, ул. Пихтовая, д. 42",1990
"г. Пермь, ул. Пихтовая, д. д.14",1960
"г. Пермь, ул. Плановая, д. 3",1969
"г. Пермь, ул. Плеханова, д. 2",2002
"г. Пермь, ул. Плеханова, д. 3",1929
"г. Пермь, ул. Плеханова, д. 3, стр. общ",1929
"г. Пермь, ул. Плеханова, д. 13",1960
"г. Пермь, ул. Плеханова, д. 33",1962
"г. Пермь, ул. Плеханова, д. 34А",1966
"г. Пермь, ул. Плеханова, д. 39",1958
"г. Пермь, ул. Плеханова, д. 51",1957
"г. Пермь, ул. Плеханова, д. 51б",1965
"г. Пермь, ул. Плеханова, д. 52",1968
"г. Пермь, ул. Плеханова, д. 53а",1957
"г. Пермь, ул. Плеханова, д. 54",1957
"г. Пермь, ул. Плеханова, д. 55а",1957
"г. Пермь, ул. Плеханова, д. 56",1957
"г. Пермь, ул. Плеханова, д. 57",1968
"г. Пермь, ул. Плеханова, д. 59А",1982
"г. Пермь, ул. Плеханова, д. 60",1968
"г. Пермь, ул. Плеханова, д. 61",1968
"г. Пермь, ул. Плеханова, д. 62",1974
"г. Пермь, ул. Плеханова, д. 63а",1981
"г. Пермь, ул. Плеханова, д. 69",1968
"г. Пермь, ул. Плеханова, д. 70",1983
"г. Пермь, ул. Плеханова, д. 71",1968
"г. Пермь, ул. Плеханова, д. 73",1967
"г. Пермь, ул. Победы, д. 25",1960
"г. Пермь, ул. Победы, д. 29",1958
"г. Пермь, ул. Победы, д. 31",1960
"г. Пермь, ул. Победы, д. 31, к. а",1959
"г. Пермь, ул. Победы, д. 33",1961
"г. Пермь, ул. Победы, д. 35",1962
"г. Пермь, ул. Победы, д. 39",1961
"г. Пермь, ул. Подводников, д. 3",1954
"г. Пермь, ул. Подводников, д. 4",1981
"г. Пермь, ул. Подводников, д. 8",1980
"г. Пермь, ул. Подводников, д. 9",1994
"г. Пермь, ул. Подводников, д. 11",1957
"г. Пермь, ул. Подводников, д. 11, к. а",1957
"г. Пермь, ул. Подводников, д. 13",1980
"г. Пермь, ул. Подводников, д. 15",1979
"г. Пермь, ул. Подводников, д. 83, стр. а",2015
"г. Пермь, ул. Подводников, д. 87",2015
"г. Пермь, ул. Подводников, д. 92",2013
"г. Пермь, ул. Подводников, д. 94",2013
"г. Пермь, ул. Подводников, д. 96",2014
"г. Пермь, ул. Подгорная, д. 46",1917
"г. Пермь, ул. Подгорная, д. 52",1917
"г. Пермь, ул. Подгорная, д. 58",1917
"г. Пермь, ул. Подгорная, д. 70",1932
"г. Пермь, ул. Подгорная, д. 78",1940
"г. Пермь, ул. Подгорная, д. 80",1940
"г. Пермь, ул. Подгорная, д. 82",1940
"г. Пермь, ул. Подлесная, д. 3а",2005
"г. Пермь, ул. Подлесная, д. 5",1984
"г. Пермь, ул. Подлесная, д. 7",1981
"г. Пермь, ул. Подлесная, д. 7, к. 3",1962
"г. Пермь, ул. Подлесная, д. 7, к. 4",1960
"г. Пермь, ул. Подлесная, д. 9",1979
"г. Пермь, ул. Подлесная, д. 9, к. 3",1959
"г. Пермь, ул. Подлесная, д. 11",1979
"г. Пермь, ул. Подлесная, д. 13",1979
"г. Пермь, ул. Подлесная, д. 17",1978
"г. Пермь, ул. Подлесная, д. 17/1",1961
"г. Пермь, ул. Подлесная, д. 17/2",1962
"г. Пермь, ул. Подлесная, д. 17/3",1960
"г. Пермь, ул. Подлесная, д. 19, к. 1",1978
"г. Пермь, ул. Подлесная, д. 19, к. 2",1978
"г. Пермь, ул. Подлесная, д. 19, к. 3",1963
"г. Пермь, ул. Подлесная, д. 21",1959
"г. Пермь, ул. Подлесная, д. 21, к. 1",1961
"г. Пермь, ул. Подлесная, д. 23, к. 1",1978
"г. Пермь, ул. Подлесная, д. 23, к. 2",1977
"г. Пермь, ул. Подлесная, д. 23, к. 3",1963
"г. Пермь, ул. Подлесная, д. 27, к. 1",1977
"г. Пермь, ул. Подлесная, д. 27, к. 2",1977
"г. Пермь, ул. Подлесная, д. 29",1977
"г. Пермь, ул. Подлесная, д. 33",1976
"г. Пермь, ул. Подлесная, д. 35",1976
"г. Пермь, ул. Подлесная, д. 43А",2015
"г. Пермь, ул. Подольская, д. 33",1977
"г. Пермь, ул. Подольская, д. 35",1977
"г. Пермь, ул. Полазненская, д. 26, лит. А",1991
"г. Пермь, ул. Полазненская, д. 26",1990
"г. Пермь, ул. Полевая, д. 2",1959
"г. Пермь, ул. Полевая, д. 3",1950
"г. Пермь, ул. Полевая, д. 5",1950
"г. Пермь, ул. Полевая, д. 6",1950
"г. Пермь, ул. Полевая, д. 8",1961
"г. Пермь, ул. Полевая, д. 9",1964
"г. Пермь, ул. Ползунова, д. 4",1941
"г. Пермь, ул. Ползунова, д. 4, к. а",1940
"г. Пермь, ул. Ползунова, д. 4А",1940
"г. Пермь, ул. Ползунова, д. 5",1937
"г. Пермь, ул. Ползунова, д. 5, к. а",1939
"г. Пермь, ул. Ползунова, д. 5А",1939
"г. Пермь, ул. Полины Осипенко, д. 43",1960
"г. Пермь, ул. Полины Осипенко, д. 44",1966
"г. Пермь, ул. Полины Осипенко, д. 44",1966
"г. Пермь, ул. Полины Осипенко, д. 45",1960
"г. Пермь, ул. Полины Осипенко, д. 48",1960
"г. Пермь, ул. Полины Осипенко, д. 50",1959
"г. Пермь, ул. Полины Осипенко, д. 51",1959
"г. Пермь, ул. Полины Осипенко, д. 51а",1966
"г. Пермь, ул. Полины Осипенко, д. 52",1960
"г. Пермь, ул. Полины Осипенко, д. 53",1960
"г. Пермь, ул. Полины Осипенко, д. 56",1958
"г. Пермь, ул. Полины Осипенко, д. 57",1965
"г. Пермь, ул. Полины Осипенко, д. 59",1963
"г. Пермь, ул. Полины Осипенко, д. 61",1964
"г. Пермь, ул. Полтавская, д. 1",1963
"г. Пермь, ул. Полтавская, д. 2",1973
"г. Пермь, ул. Полтавская, д. 5",1958
"г. Пермь, ул. Полтавская, д. 7",1957
"г. Пермь, ул. Полтавская, д. 8",1977
"г. Пермь, ул. Полтавская, д. 9",1957
"г. Пермь, ул. Пономарева, д. 4",1985
"г. Пермь, ул. Пономарева, д. 6",1985
"г. Пермь, ул. Пономарева, д. 8",1985
"г. Пермь, ул. Пономарева, д. 10",1985
"г. Пермь, ул. Пономарева, д. 12",1985
"г. Пермь, ул. Пономарева, д. 14",1985
"г. Пермь, ул. Пономарева, д. 56",1959
"г. Пермь, ул. Пономарева, д. 56, к. А",1959
"г. Пермь, ул. Пономарева, д. 56А",1959
"г. Пермь, ул. Пономарева, д. 65",1971
"г. Пермь, ул. Пономарева, д. 75",2009
"г. Пермь, ул. Пономарева, д. 77, лит. А",2008
"г. Пермь, ул. Пономарева, д. 77а",2008
"г. Пермь, ул. Попова, д. 21",2001
"г. Пермь, ул. Попова, д. 23",1999
"г. Пермь, ул. Попова, д. 25",1987
"г. Пермь, ул. Попова, д. 27",1987
"г. Пермь, ул. Попова, д. 55, к. а",1951
"г. Пермь, ул. Попова, д. 55а",1948
"г. Пермь, ул. Попова, д. 57",1951
"г. Пермь, ул. Попова, д. 58",1973
"г. Пермь, ул. Портовая, д. 25",1957
"г. Пермь, ул. Портовая, д. 27",1957
"г. Пермь, ул. Портовая, д. 29",1956
"г. Пермь, ул. Портовая, д. 31",1957
"г. Пермь, ул. Портовая, д. 33",1956
"г. Пермь, ул. Постаногова, д. 1",1989
"г. Пермь, ул. Постаногова, д. 3",2013
"г. Пермь, ул. Постаногова, д. 7",1990
"г. Пермь, ул. Пристанционная, д. 2",1958
"г. Пермь, ул. Пролетарская, д. 55",1917
"г. Пермь, ул. Промысловая, д. 4",1968
"г. Пермь, ул. Промысловая, д. 6",1968
"г. Пермь, ул. Промысловая, д. 7",1952
"г. Пермь, ул. Промысловая, д. 10",1955
"г. Пермь, ул. Промышленная, д. 112",1969
"г. Пермь, ул. Профессора Дедюкина, д. 6",1994
"г. Пермь, ул. Профессора Дедюкина, д. 7",1972
"г. Пермь, ул. Профессора Дедюкина, д. 8",1994
"г. Пермь, ул. Прямолинейная, д. 17",1959
"г. Пермь, ул. Пулковская, д. 5",1976
"г. Пермь, ул. Пулковская, д. 7",1978
"г. Пермь, ул. Пулковская, д. 9",1982
"г. Пермь, ул. Пулковская, д. 11",1990
"г. Пермь, ул. Пушкарская, д. 61",1967
"г. Пермь, ул. Пушкарская, д. 63",1966
"г. Пермь, ул. Пушкарская, д. 67",1966
"г. Пермь, ул. Пушкарская, д. 73",1966
"г. Пермь, ул. Пушкарская, д. 75",1966
"г. Пермь, ул. Пушкарская, д. 77",1967
"г. Пермь, ул. Пушкарская, д. 79",1966
"г. Пермь, ул. Пушкарская, д. 81",1966
"г. Пермь, ул. Пушкарская, д. 83",1966
"г. Пермь, ул. Пушкарская, д. 88",1997
"г. Пермь, ул. Пушкарская, д. 90",2002
"г. Пермь, ул. Пушкарская, д. 92",1999
"г. Пермь, ул. Пушкарская, д. 94",2003
"г. Пермь, ул. Пушкарская, д. 98",2006
"г. Пермь, ул. Пушкарская, д. 128",1959
"г. Пермь, ул. Пушкарская, д. 130",1959
"г. Пермь, ул. Пушкарская, д. 132",1974
"г. Пермь, ул. Пушкарская, д. 134",1959
"г. Пермь, ул. Пушкина, д. 1",1989
"г. Пермь, ул. Пушкина, д. 3",1983
"г. Пермь, ул. Пушкина, д. 6",2017
"г. Пермь, ул. Пушкина, д. 7",1973
"г. Пермь, ул. Пушкина, д. 11",1976
"г. Пермь, ул. Пушкина, д. 13",1981
"г. Пермь, ул. Пушкина, д. 13А",1996
"г. Пермь, ул. Пушкина, д. 21",1976
"г. Пермь, ул. Пушкина, д. 23",1976
"г. Пермь, ул. Пушкина, д. 23",1976
"г. Пермь, ул. Пушкина, д. 25",1974
"г. Пермь, ул. Пушкина, д. 27",1974
"г. Пермь, ул. Пушкина, д. 29",1960
"г. Пермь, ул. Пушкина, д. 35",1959
"г. Пермь, ул. Пушкина, д. 37",1961
"г. Пермь, ул. Пушкина, д. 66",1967
"г. Пермь, ул. Пушкина, д. 68а",1950
"г. Пермь, ул. Пушкина, д. 78",1954
"г. Пермь, ул. Пушкина, д. 80",2007
"г. Пермь, ул. Пушкина, д. 105, к. А",1917
"г. Пермь, ул. Пушкина, д. 108",1970
"г. Пермь, ул. Пушкина, д. 108а",1971
"г. Пермь, ул. Пушкина, д. 110",1983
"г. Пермь, ул. Пушкина, д. 113",1990
"г. Пермь, ул. Пушкина, д. 114",1985
"г. Пермь, ул. Пушкина, д. 115, к. А",1917
"г. Пермь, ул. Пушкина, д. 115А",1917
"г. Пермь, ул. Пушкина, д. 116А",1986
"г. Пермь, ул. Пушкина, д. 116Б",1990
"г. Пермь, ул. Пышминская, д. 3",1962
"г. Пермь, ул. Рабочая, д. 1",1972
"г. Пермь, ул. Рабочая, д. 3",1969
"г. Пермь, ул. Рабочая, д. 3А",1969
"г. Пермь, ул. Рабочая, д. 3Б",1969
"г. Пермь, ул. Рабочая, д. 5",1970
"г. Пермь, ул. Рабочая, д. 7",2012
"г. Пермь, ул. Рабочая, д. 9, к. А",2014
"г. Пермь, ул. Рабочая, д. 9, к. Б",2014
"г. Пермь, ул. Рабочая, д. 15",1969
"г. Пермь, ул. Рабочая, д. 19",1969
"г. Пермь, ул. Рабочая, д. 21",1971
"г. Пермь, ул. Рабочая, д. 23",1975
"г. Пермь, ул. Рабочая, д. 25",1975
"г. Пермь, ул. Рабоче-крестьянская, д. 12",1982
"г. Пермь, ул. Рабоче-крестьянская, д. 17",1975
"г. Пермь, ул. Рабоче-крестьянская, д. 22",2006
"г. Пермь, ул. Рабоче-крестьянская, д. 24",1971
"г. Пермь, ул. Рабоче-крестьянская, д. 25",2008
"г. Пермь, ул. Рабоче-крестьянская, д. 26",1972
"г. Пермь, ул. Рабоче-крестьянская, д. 28",1970
"г. Пермь, ул. Рабоче-крестьянская, д. 30",1982
"г. Пермь, ул. Разведчиков, д. 25",1965
"г. Пермь, ул. Разведчиков, д. 34",1958
"г. Пермь, ул. Разведчиков, д. 36",1958
"г. Пермь, ул. Разгуляйская 2-я, д. 1",1917
"г. Пермь, ул. Разъездная, д. 2",1942
"г. Пермь, ул. Разъездная, д. 5",1956
"г. Пермь, ул. Ракитная, д. 11",1955
"г. Пермь, ул. Ракитная, д. .11",1955
"г. Пермь, ул. Ракитная, д. 15",1954
"г. Пермь, ул. Ракитная, д. 30",1958
"г. Пермь, ул. Ракитная, д. 32",1962
"г. Пермь, ул. Ракитная, д. 34",1961
"г. Пермь, ул. Ракитная, д. 36",1961
"г. Пермь, ул. Революции, д. 3, к. 2",1994
"г. Пермь, ул. Революции, д. 3/4а",1985
"г. Пермь, ул. Революции, д. 3/4б",1989
"г. Пермь, ул. Революции, д. 3/4в",1989
"г. Пермь, ул. Революции, д. 4",1980
"г. Пермь, ул. Революции, д. 5/1",2003
"г. Пермь, ул. Революции, д. 6",1993
"г. Пермь, ул. Революции, д. 9а",1987
"г. Пермь, ул. Революции, д. 12",1992
"г. Пермь, ул. Революции, д. 18",1978
"г. Пермь, ул. Революции, д. 21",2011
"г. Пермь, ул. Революции, д. 24",2017
"г. Пермь, ул. Революции, д. 26",1967
"г. Пермь, ул. Революции, д. 28",1965
"г. Пермь, ул. Революции, д. 30",1964
"г. Пермь, ул. Революции, д. 38",1965
"г. Пермь, ул. Революции, д. 42",1969
"г. Пермь, ул. Революции, д. 48а",2017
"г. Пермь, ул. Революции, д. 48б",2017
"г. Пермь, ул. Революции, д. 58",1964
"г. Пермь, ул. Революции, д. 58а",1982
"г. Пермь, ул. Революции, д. 60",1965
"г. Пермь, ул. Революции, д. 62, лит. а",2015
"г. Пермь, ул. Революции, д. 62",1965
"г. Пермь, ул. Революции, д. 64",1965
"г. Пермь, ул. Ремонтная 1-я, д. 7",1950
"г. Пермь, ул. Ремонтная 2-я, д. 11, к. А",1965
"г. Пермь, ул. Ремонтная 2-я, д. 11а",1965
"г. Пермь, ул. Ремонтная 2-я, д. 13, к. А",1965
"г. Пермь, ул. Ремонтная 2-я, д. 13а",1965
"г. Пермь, ул. Ремонтная 2-я, д. 19",1960
"г. Пермь, ул. Ремонтная 2-я, д. 20",1960
"г. Пермь, ул. Репина, д. 1",1954
"г. Пермь, ул. Репина, д. 2",1954
"г. Пермь, ул. Репина, д. 2а",1963
"г. Пермь, ул. Репина, д. 2б",1963
"г. Пермь, ул. Репина, д. 3",1953
"г. Пермь, ул. Репина, д. 4",1953
"г. Пермь, ул. Репина, д. 5",1953
"г. Пермь, ул. Репина, д. 7",1953
"г. Пермь, ул. Репина, д. 10",1954
"г. Пермь, ул. Репина, д. 11",1953
"г. Пермь, ул. Репина, д. 13",1957
"г. Пермь, ул. Репина, д. 14",1954
"г. Пермь, ул. Репина, д. 15",1954
"г. Пермь, ул. Репина, д. 16",1954
"г. Пермь, ул. Репина, д. 18",1954
"г. Пермь, ул. Репина, д. 19",1954
"г. Пермь, ул. Репина, д. 21",1969
"г. Пермь, ул. Репина, д. 25",1967
"г. Пермь, ул. Репина, д. 27",1968
"г. Пермь, ул. Репина, д. 29",1970
"г. Пермь, ул. Репина, д. 31",1968
"г. Пермь, ул. Репина, д. 63",1982
"г. Пермь, ул. Репина, д. 64",1979
"г. Пермь, ул. Репина, д. 65",1981
"г. Пермь, ул. Репина, д. 66",1970
"г. Пермь, ул. Репина, д. 67",1982
"г. Пермь, ул. Репина, д. 70",1972
"г. Пермь, ул. Репина, д. 70а",1971
"г. Пермь, ул. Репина, д. 71",1982
"г. Пермь, ул. Репина, д. 72",1970
"г. Пермь, ул. Репина, д. 73",1985
"г. Пермь, ул. Репина, д. 75",1985
"г. Пермь, ул. Республиканская, д. 10",1917
"г. Пермь, ул. Республиканская, д. 11",1917
"г. Пермь, ул. Республиканская, д. 12",1992
"г. Пермь, ул. Рионская, д. 1, к. А",1964
"г. Пермь, ул. Рионская, д. 1А",1964
"г. Пермь, ул. Рионская, д. 2",1962
"г. Пермь, ул. Рионская, д. 4",1957
"г. Пермь, ул. Розалии Землячки, д. 6",1949
"г. Пермь, ул. Розалии Землячки, д. 8",1948
"г. Пермь, ул. Розалии Землячки, д. 12",1940
"г. Пермь, ул. Розалии Землячки, д. 14",1958
"г. Пермь, ул. Роменская, д. 7",1961
"г. Пермь, ул. Рощинская, д. 4",1955
"г. Пермь, ул. Рощинская, д. 6",1955
"г. Пермь, ул. Рощинская, д. 8",1956
"г. Пермь, ул. Рыночная 1-я, д. 1",1951
"г. Пермь, ул. Рыночная 2-я, д. 26",1962
"г. Пермь, ул. Рязанская, д. 3",1959
"г. Пермь, ул. Рязанская, д. 5",1960
"г. Пермь, ул. Рязанская, д. 7",1959
"г. Пермь, ул. Рязанская, д. 9",1959
"г. Пермь, ул. Рязанская, д. 11",1959
"г. Пермь, ул. Сакко и Ванцетти, д. 99",2017
"г. Пермь, ул. Сакко и Ванцетти, д. 101",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 103",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 105",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 107",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 109",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 111",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 116",2016
"г. Пермь, ул. Сакко и Ванцетти, д. 117",2015
"г. Пермь, ул. Самаркандская, д. 141",2016
"г. Пермь, ул. Самаркандская, д. 145",2014
"г. Пермь, ул. Самаркандская, д. 147",2014
"г. Пермь, ул. Самолетная, д. 26",1977
"г. Пермь, ул. Самолетная, д. 30",1978
"г. Пермь, ул. Самолетная, д. 32",1976
"г. Пермь, ул. Самолетная, д. 36",1976
"г. Пермь, ул. Самолетная, д. 44",1974
"г. Пермь, ул. Самолетная, д. 46",1976
"г. Пермь, ул. Самолетная, д. 48",1975
"г. Пермь, ул. Самолетная, д. 50",1975
"г. Пермь, ул. Самолетная, д. 52",1975
"г. Пермь, ул. Самолетная, д. 54",1975
"г. Пермь, ул. Самолетная, д. 56",1975
"г. Пермь, ул. Самолетная, д. 60",1993
"г. Пермь, ул. Самолетная, д. 62",1981
"г. Пермь, ул. Самолетная, д. 62, к. а",1986
"г. Пермь, п. Санаторий Подснежник, д. 3",1917
"г. Пермь, п. Санаторий Подснежник, д. 10",1967
"г. Пермь, п. Санаторий Подснежник, д. 13",1905
"г. Пермь, ул. Сахалинская, д. 3",1969
"г. Пермь, ул. Саянская, д. 3",1955
"г. Пермь, ул. Саянская, д. 5",1955
"г. Пермь, ул. Саянская, д. 7",1955
"г. Пермь, ул. Саянская, д. 9",1955
"г. Пермь, ул. Свердловская, д. 4, к. а",1917
"г. Пермь, ул. Свердловская, д. 4, к. в",1917
"г. Пермь, ул. Светлогорская, д. 3, к. а",1970
"г. Пермь, ул. Светлогорская, д. 3А",1970
"г. Пермь, ул. Светлогорская, д. 17",2008
"г. Пермь, ул. Светлогорская, д. 19",2007
"г. Пермь, ул. Светлогорская, д. 21",1979
"г. Пермь, ул. Свободы, д. 13",1987
"г. Пермь, ул. Свободы, д. 15",1990
"г. Пермь, ул. Свободы, д. 21",1999
"г. Пермь, ул. Свободы, д. -21",1999
"г. Пермь, ул. Связистов, д. 4",1973
"г. Пермь, ул. Связистов, д. 11",1984
"г. Пермь, ул. Связистов, д. 11",1984
"г. Пермь, ул. Связистов, д. 17",1950
"г. Пермь, ул. Связистов, д. 18",1964
"г. Пермь, ул. Связистов, д. 19",1949
"г. Пермь, ул. Связистов, д. 20",1962
"г. Пермь, ул. Связистов, д. 26",1963
"г. Пермь, ул. Седова, д. 6",1962
"г. Пермь, ул. Седова, д. 8",1939
"г. Пермь, ул. Седова, д. 11",1940
"г. Пермь, ул. Седова, д. 12",1983
"г. Пермь, ул. Семченко, д. 6",2003
"г. Пермь, ул. Семченко, д. 7",1959
"г. Пермь, ул. Семченко, д. 9",1963
"г. Пермь, ул. Семченко, д. 11",1961
"г. Пермь, ул. Семченко, д. 15",1963
"г. Пермь, ул. Семченко, д. 17",1962
"г. Пермь, ул. Семченко, д. 21",1963
"г. Пермь, ул. Семченко, д. 23",1962
"г. Пермь, ул. Серафимовича, д. 12",1962
"г. Пермь, ул. Серафимовича, д. 14",1964
"г. Пермь, ул. Сергея Данщина, д. 1, к. а",1983
"г. Пермь, ул. Сергея Данщина, д. 1А",1983
"г. Пермь, ул. Сергея Есенина, д. 3/4",1993
"г. Пермь, ул. Сергея Есенина, д. 5/2",1993
"г. Пермь, ул. Сергея Есенина, д. 7",1987
"г. Пермь, ул. Сергея Есенина, д. 9",1979
"г. Пермь, ул. Сергея Есенина, д. 11",1978
"г. Пермь, ул. Сергея Есенина, д. 11, к. А",1960
"г. Пермь, ул. Сергея Есенина, д. 11 А",1960
"г. Пермь, ул. Сергея Есенина, д. 13",1977
"г. Пермь, ул. Сергинская, д. 7",1970
"г. Пермь, ул. Сергинская, д. 20",1960
"г. Пермь, ул. Сергинская, д. 22",1959
"г. Пермь, ул. Сергинская, д. 22А",1958
"г. Пермь, ул. Сергинская, д. 24",1958
"г. Пермь, ул. Сергинская, д. 26",1957
"г. Пермь, ул. Сергинская, д. 27",1959
"г. Пермь, ул. Сергинская, д. 28",1958
"г. Пермь, ул. Сергинская, д. 29",1959
"г. Пермь, ул. Сергинская, д. 30",1957
"г. Пермь, ул. Сергинская, д. 31",1959
"г. Пермь, ул. Сергинская, д. 32",1957
"г. Пермь, ул. Сергинская, д. 33",1957
"г. Пермь, ул. Сергинская, д. 34",1957
"г. Пермь, ул. Сергинская, д. 35",1957
"г. Пермь, ул. Сергинская, д. 36",1958
"г. Пермь, ул. Сергинская, д. 37",1957
"г. Пермь, ул. Сергинская, д. 37А",1958
"г. Пермь, ул. Сергинская, д. 38",1984
"г. Пермь, ул. Сергинская, д. 38а",1988
"г. Пермь, ул. Сергинская, д. 38А, к. А",1988
"г. Пермь, ул. Сергинская, д. 39",1957
"г. Пермь, ул. Сергинская, д. 41",1959
"г. Пермь, ул. Сергинская, д. 43",1958
"г. Пермь, ул. Сергинская, д. 45",1958
"г. Пермь, проезд. Серебрянский, д. 2, к. а",1958
"г. Пермь, проезд. Серебрянский, д. 3",1970
"г. Пермь, проезд. Серебрянский, д. 5",1971
"г. Пермь, проезд. Серебрянский, д. 5.",1971
"г. Пермь, проезд. Серебрянский, д. 07",1971
"г. Пермь, проезд. Серебрянский, д. 7",1971
"г. Пермь, проезд. Серебрянский, д. 9",1975
"г. Пермь, проезд. Серебрянский, д. 11",1973
