address,year
"г. Пермь, ул. Дунайская, д. 19",1957
"г. Пермь, ул. Евгения Пермяка, д. 1, к. 3",1990
"г. Пермь, ул. Евгения Пермяка, д. 1, к. А",1991
"г. Пермь, ул. Евгения Пермяка, д. 3, к. 1",1993
"г. Пермь, ул. Евгения Пермяка, д. 3/2",1993
"г. Пермь, ул. Екатерининская, д. 5",1917
"г. Пермь, ул. Екатерининская, д. 9, лит. В",1917
"г. Пермь, ул. Екатерининская, д. 9, лит. А",1917
"г. Пермь, ул. Екатерининская, д. 9а",1917
"г. Пермь, ул. Екатерининская, д. 19",1917
"г. Пермь, ул. Екатерининская, д. 21",1917
"г. Пермь, ул. Екатерининская, д. 23, к. А",1917
"г. Пермь, ул. Екатерининская, д. 23, к. Б",1917
"г. Пермь, ул. Екатерининская, д. 23 А",1917
"г. Пермь, ул. Екатерининская, д. 23 Б",1917
"г. Пермь, ул. Екатерининская, д. 24",2e3
"г. Пермь, ул. Екатерининская, д. 29",1917
"г. Пермь, ул. Екатерининская, д. 38",1917
"г. Пермь, ул. Екатерининская, д. 48",1988
"г. Пермь, ул. Екатерининская, д. 51",1947
"г. Пермь, ул. Екатерининская, д. 52",1977
"г. Пермь, ул. Екатерининская, д. 53",1972
"г. Пермь, ул. Екатерининская, д. 59",1934
"г. Пермь, ул. Екатерининская, д. 60",1917
"г. Пермь, ул. Екатерининская, д. 62",1917
"г. Пермь, ул. Екатерининская, д. 63",1976
"г. Пермь, ул. Екатерининская, д. 64",1917
"г. Пермь, ул. Екатерининская, д. 64, к. А",1917
"г. Пермь, ул. Екатерининская, д. 66",1900
"г. Пермь, ул. Екатерининская, д. 88",1969
"г. Пермь, ул. Екатерининская, д. 96",1961
"г. Пермь, ул. Екатерининская, д. 98",1963
"г. Пермь, ул. Екатерининская, д. 119",1988
"г. Пермь, ул. Екатерининская, д. 120",1994
"г. Пермь, ул. Екатерининская, д. 122",2013
"г. Пермь, ул. Екатерининская, д. 133",1977
"г. Пермь, ул. Екатерининская, д. 134",1984
"г. Пермь, ул. Екатерининская, д. 134, к. 5",1984
"г. Пермь, ул. Екатерининская, д. 135",1977
"г. Пермь, ул. Екатерининская, д. 165",2003
"г. Пермь, ул. Екатерининская, д. 166, лит. А",1994
"г. Пермь, ул. Екатерининская, д. 166",1969
"г. Пермь, ул. Екатерининская, д. 180",1963
"г. Пермь, ул. Екатерининская, д. 180",1963
"г. Пермь, ул. Екатерининская, д. 184",1963
"г. Пермь, ул. Екатерининская, д. 188",1963
"г. Пермь, ул. Екатерининская, д. 190",1963
"г. Пермь, ул. Екатерининская, д. 196",1965
"г. Пермь, ул. Екатерининская, д. 198",1963
"г. Пермь, ул. Екатерининская, д. 200",1963
"г. Пермь, ул. Екатерининская, д. 214",1959
"г. Пермь, ул. Екатерининская, д. 216",1959
"г. Пермь, ул. Екатерининская, д. 220",1986
"г. Пермь, пер. Еловский 1-й, д. 18",1962
"г. Пермь, пер. Еловский 1-й, д. 22",1987
"г. Пермь, пер. Еловский 1-й, д. 24",1996
"г. Пермь, пер. Еловский 3-й, д. 9/19",1958
"г. Пермь, пер. Еловский 3-й, д. 15",1950
"г. Пермь, ул. Елькина, д. 1",1971
"г. Пермь, ул. Елькина, д. 2",1966
"г. Пермь, ул. Елькина, д. 2.",1966
"г. Пермь, ул. Елькина, д. 3",1990
"г. Пермь, ул. Елькина, д. 4",1960
"г. Пермь, ул. Елькина, д. 4а",1974
"г. Пермь, ул. Елькина, д. 6",1968
"г. Пермь, ул. Елькина, д. 6.",1968
"г. Пермь, ул. Елькина, д. 7",1988
"г. Пермь, ул. Елькина, д. 8",1995
"г. Пермь, ул. Елькина, д. 8, к. а",1994
"г. Пермь, ул. Елькина, д. 12",1953
"г. Пермь, ул. Елькина, д. 41",2006
"г. Пермь, ул. Елькина, д. 43",1993
"г. Пермь, ул. Елькина, д. 45",1990
"г. Пермь, ул. Елькина, д. 49",1989
"г. Пермь, ул. Емельяна Ярославского, д. 10",1983
"г. Пермь, ул. Емельяна Ярославского, д. 10/1",1980
"г. Пермь, ул. Емельяна Ярославского, д. 10/1-8",1982
"г. Пермь, ул. Емельяна Ярославского, д. 10/2",1980
"г. Пермь, ул. Емельяна Ярославского, д. 10/3",1981
"г. Пермь, ул. Емельяна Ярославского, д. 10/4",1982
"г. Пермь, ул. Емельяна Ярославского, д. 10/5",1982
"г. Пермь, ул. Емельяна Ярославского, д. 10/6",1983
"г. Пермь, ул. Емельяна Ярославского, д. 10/7",1983
"г. Пермь, ул. Емельяна Ярославского, д. 10/8",1983
"г. Пермь, ул. Емельяна Ярославского, д. 30",1968
"г. Пермь, ул. Емельяна Ярославского, д. 34",1962
"г. Пермь, ул. Емельяна Ярославского, д. 40",1962
"г. Пермь, ул. Емельяна Ярославского, д. 42",1968
"г. Пермь, ул. Емельяна Ярославского, д. 48",1964
"г. Пермь, ул. Емельяна Ярославского, д. 52",1952
"г. Пермь, ул. Емельяна Ярославского, д. 53",1954
"г. Пермь, ул. Емельяна Ярославского, д. 55",1958
"г. Пермь, ул. Емельяна Ярославского, д. 56",1953
"г. Пермь, ул. Емельяна Ярославского, д. 57",1958
"г. Пермь, ул. Емельяна Ярославского, д. 59",1959
"г. Пермь, ул. Емельяна Ярославского, д. 63.",1957
"г. Пермь, ул. Емельяна Ярославского, д. 67",1956
"г. Пермь, ул. Ереванская, д. 20",1955
"г. Пермь, ул. Ереванская, д. 22",1958
"г. Пермь, ул. Ереванская, д. 26",1955
"г. Пермь, ул. Ереванская, д. 28",1955
"г. Пермь, ул. Ереванская, д. 48",1951
"г. Пермь, ул. Железнодорожная, д. 1",1954
"г. Пермь, ул. Железнодорожная, д. 3",1996
"г. Пермь, ул. Железнодорожная, д. 4",1952
"г. Пермь, ул. Железнодорожная, д. 5",1952
"г. Пермь, ул. Железнодорожная, д. 7",1952
"г. Пермь, ул. Железнодорожная, д. 8",1954
"г. Пермь, ул. Железнодорожная, д. 9, к. А",1960
"г. Пермь, ул. Железнодорожная, д. 10",1956
"г. Пермь, ул. Железнодорожная, д. 10, к. А",1960
"г. Пермь, ул. Железнодорожная, д. 21",1960
"г. Пермь, ул. Желябова, д. 3",2004
"г. Пермь, ул. Желябова, д. 10",1980
"г. Пермь, ул. Желябова, д. 11",1978
"г. Пермь, ул. Желябова, д. 11, к. 2",1959
"г. Пермь, ул. Желябова, д. 15",1978
"г. Пермь, ул. Желябова, д. 17",1978
"г. Пермь, ул. Желябова, д. 19",1962
"г. Пермь, ул. Житомирская, д. 9",1957
"г. Пермь, ул. Заводская, д. 6",1931
"г. Пермь, ул. Загарьинская, д. 2",1958
"г. Пермь, ул. Загарьинская, д. 3",1954
"г. Пермь, ул. Загарьинская, д. 9",1953
"г. Пермь, ул. Закамская, д. 2а",1942
"г. Пермь, ул. Закамская, д. 2б",1942
"г. Пермь, ул. Закамская, д. 2в",1942
"г. Пермь, ул. Закамская, д. 3, к. а",1952
"г. Пермь, ул. Закамская, д. 3А",1952
"г. Пермь, ул. Закамская, д. 5",1952
"г. Пермь, ул. Закамская, д. 15",1954
"г. Пермь, ул. Закамская, д. 15, к. а",1954
"г. Пермь, ул. Закамская, д. 15А",1954
"г. Пермь, ул. Закамская, д. 18",1958
"г. Пермь, ул. Закамская, д. 19",1954
"г. Пермь, ул. Закамская, д. 20",1956
"г. Пермь, ул. Закамская, д. 20, к. а",1954
"г. Пермь, ул. Закамская, д. 20/а",1954
"г. Пермь, ул. Закамская, д. 21",1953
"г. Пермь, ул. Закамская, д. 21/А",1954
"г. Пермь, ул. Закамская, д. 23/А",1957
"г. Пермь, ул. Закамская, д. 23А",1957
"г. Пермь, ул. Закамская, д. 24",1953
"г. Пермь, ул. Закамская, д. 25",1955
"г. Пермь, ул. Закамская, д. 29",1956
"г. Пермь, ул. Закамская, д. 29а",1958
"г. Пермь, ул. Закамская, д. 31",1957
"г. Пермь, ул. Закамская, д. 32",1953
"г. Пермь, ул. Закамская, д. 35",1967
"г. Пермь, ул. Закамская, д. 36",1953
"г. Пермь, ул. Закамская, д. 37",1966
"г. Пермь, ул. Закамская, д. 37/А",1965
"г. Пермь, ул. Закамская, д. 37/Б",1966
"г. Пермь, ул. Закамская, д. 38",1953
"г. Пермь, ул. Закамская, д. 40",1957
"г. Пермь, ул. Закамская, д. 41, к. А",1991
"г. Пермь, ул. Закамская, д. 42",1957
"г. Пермь, ул. Закамская, д. 44",1957
"г. Пермь, ул. Закамская, д. 46",1958
"г. Пермь, ул. Закамская, д. 48",1950
"г. Пермь, ул. Закамская, д. 50",1954
"г. Пермь, ул. Закамская, д. 54",1949
"г. Пермь, ул. Закамская, д. 56",1953
"г. Пермь, ул. Закамская, д. 58",1959
"г. Пермь, ул. Закамская, д. 62",1959
"г. Пермь, ул. Закамская, д. 66",1959
"г. Пермь, ул. Закамская, д. 83",1959
"г. Пермь, ул. Закамская, д. 85",1959
"г. Пермь, ул. Запорожская, д. 1",2007
"г. Пермь, ул. Запорожская, д. 1/1",2009
"г. Пермь, ул. Запорожская, д. 3",1975
"г. Пермь, ул. Запорожская, д. 5",1975
"г. Пермь, ул. Запорожская, д. 7",1975
"г. Пермь, ул. Запорожская, д. 11",1979
"г. Пермь, ул. Запорожская, д. 13",1982
"г. Пермь, ул. Запорожская, д. 15",1982
"г. Пермь, ул. Запорожская, д. 17",1982
"г. Пермь, ул. Запорожская, д. 21",1982
"г. Пермь, ул. Запорожская, д. 23",1983
"г. Пермь, ул. Запорожская, д. 25",1983
"г. Пермь, ул. Запрудская 4-я, д. 29",1962
"г. Пермь, ул. Запрудская 4-я, д. 31",1962
"г. Пермь, ул. Зарайская, д. 1",1959
"г. Пермь, ул. Зарайская, д. 7",1960
"г. Пермь, ул. Зарайская, д. 9, к. Б",1961
"г. Пермь, ул. Зарайская, д. 9Б",1961
"г. Пермь, ул. Зарайская, д. 10",1959
"г. Пермь, ул. Зарайская, д. 10, к. А",1959
"г. Пермь, ул. Зарайская, д. 10А",1959
"г. Пермь, ул. Зарайская, д. 12",1959
"г. Пермь, ул. Заречная, д. 2",1987
"г. Пермь, ул. Заречная, д. 3",1988
"г. Пермь, ул. Заречная, д. 4",1987
"г. Пермь, ул. Заречная, д. 7",1989
"г. Пермь, ул. Заречная, д. 140",1966
"г. Пермь, ул. Заречная, д. 143",1976
"г. Пермь, ул. Заречная, д. 152",1962
"г. Пермь, ул. Заречная, д. 156",1960
"г. Пермь, ул. Заречная, д. 157",1960
"г. Пермь, ул. Заречная, д. 162",1994
"г. Пермь, ул. Звенигородская, д. 2",1996
"г. Пермь, ул. Звенигородская, д. 10",1960
"г. Пермь, ул. Звонарева, д. 2",1984
"г. Пермь, ул. Звонарева, д. 2/1",2008
"г. Пермь, ул. Звонарева, д. 4",1986
"г. Пермь, ул. Звонарева, д. 5",1986
"г. Пермь, ул. Звонарева, д. 6",1985
"г. Пермь, ул. Звонарева, д. 37",1961
"г. Пермь, ул. Звонарева, д. 39",1962
"г. Пермь, ул. Звонарева, д. 39А",1973
"г. Пермь, ул. Звонарева, д. 43, лит. а",1972
"г. Пермь, ул. Звонарева, д. 43",1961
"г. Пермь, ул. Звонарева, д. 43А",1972
"г. Пермь, ул. Звонарева, д. 45",1960
"г. Пермь, ул. Зенкова, д. 4",1988
"г. Пермь, ул. Зенкова, д. 6",1988
"г. Пермь, ул. Зенкова, д. 8",1987
"г. Пермь, ул. Зюкайская, д. 4",1971
"г. Пермь, ул. Ивана Франко, д. 40, к. 1",1973
"г. Пермь, ул. Ивана Франко, д. 40, к. 2",1974
"г. Пермь, ул. Ивана Франко, д. 40, к. 3",1974
"г. Пермь, ул. Ивана Франко, д. 40/1",1973
"г. Пермь, ул. Ивана Франко, д. 40/2",1974
"г. Пермь, ул. Ивана Франко, д. 40/3",1974
"г. Пермь, ул. Ивана Франко, д. 42",2010
"г. Пермь, ул. Ивана Франко, д. 45",1992
"г. Пермь, ул. Ивана Франко, д. 46",2006
"г. Пермь, ул. Ивана Франко, д. 47",1977
"г. Пермь, ул. Ивановская, д. 13",1982
"г. Пермь, ул. Ивановская, д. 14, к. а",2015
"г. Пермь, ул. Ивановская, д. 15",1982
"г. Пермь, ул. Ивановская, д. 16",2008
"г. Пермь, ул. Ивановская, д. 17",1981
"г. Пермь, ул. Ивановская, д. 19",1984
"г. Пермь, ул. Ивдельская, д. 3",1961
"г. Пермь, ул. Ивдельская, д. 5",1962
"г. Пермь, ул. Ивдельская, д. 13 лит А",1958
"г. Пермь, тер. ИГСК-0581 Мира (Новые Ляды), д. 12",1972
"г. Пермь, тер. ИГСК-0581 Мира (Новые Ляды), д. 14",1975
"г. Пермь, ул. Индустриализации, д. 12",1931
"г. Пермь, ул. Индустриализации, д. 14",1934
"г. Пермь, ул. Индустриализации, д. 16",1930
"г. Пермь, ул. Индустриализации, д. 18",1930
"г. Пермь, ул. Индустриализации, д. 22",1961
"г. Пермь, ул. Инженерная, д. 6",1977
"г. Пермь, ул. Инженерная, д. 6, к. а",1978
"г. Пермь, ул. Инженерная, д. 6а",1987
"г. Пермь, ул. Инженерная, д. 10",1941
"г. Пермь, ул. Инженерная, д. 12",1939
"г. Пермь, ул. Инженерная, д. 14",1940
"г. Пермь, ул. Инженерная, д. 15",1934
"г. Пермь, ул. Инженерная, д. 17",1939
"г. Пермь, ул. Инженерная, д. 17, к. а",1958
"г. Пермь, ул. Инженерная, д. 17а",1958
"г. Пермь, ул. Инженерная, д. 18",1958
"г. Пермь, ул. Иньвенская, д. 13",1973
"г. Пермь, ул. Иньвенская, д. 15",1973
"г. Пермь, ул. Иньвенская, д. 17",2007
"г. Пермь, ул. Ипподромная 1-я, д. 5",2012
"г. Пермь, ул. Кабельщиков, д. 6",2004
"г. Пермь, ул. Кабельщиков, д. 8",1994
"г. Пермь, ул. Кабельщиков, д. 19",1963
"г. Пермь, ул. Кабельщиков, д. 83",1988
"г. Пермь, ул. Кабельщиков, д. 85",1985
"г. Пермь, ул. Кабельщиков, д. 87",1983
"г. Пермь, ул. Кабельщиков, д. 93",1972
"г. Пермь, ул. Кабельщиков, д. 95",1976
"г. Пермь, ул. Кабельщиков, д. 99",1976
"г. Пермь, ул. Кавалерийская, д. 2",1963
"г. Пермь, ул. Кавалерийская, д. 3",1964
"г. Пермь, ул. Кавалерийская, д. 3а",1969
"г. Пермь, ул. Кавалерийская, д. 4",1964
"г. Пермь, ул. Кавалерийская, д. 5",1961
"г. Пермь, ул. Кавалерийская, д. 15",1962
"г. Пермь, ул. Кавалерийская, д. 17",1963
"г. Пермь, ул. Кавалерийская, д. 18",1958
"г. Пермь, ул. Кавалерийская, д. 24",1978
"г. Пермь, ул. Кавалерийская, д. 26",1982
"г. Пермь, ул. Кавалерийская, д. 30",1959
"г. Пермь, ул. Кавалерийская, д. 51",1961
"г. Пермь, ул. Кавказская, д. 24, к. А",2013
"г. Пермь, ул. Кавказская, д. 24, к. б",2014
"г. Пермь, ул. Казахская, д. 3",1958
"г. Пермь, ул. Казахская, д. 72",1993
"г. Пермь, ул. Казахская, д. 104",1961
"г. Пермь, ул. Казахская, д. 106",1961
"г. Пермь, ул. Калинина, д. 13",2006
"г. Пермь, ул. Калинина, д. 15",1960
"г. Пермь, ул. Калинина, д. 17",1961
"г. Пермь, ул. Калинина, д. 21",1963
"г. Пермь, ул. Калинина, д. 30",1997
"г. Пермь, ул. Калинина, д. 30, к. а",1984
"г. Пермь, ул. Калинина, д. 32, к. А",1991
"г. Пермь, ул. Калинина, д. 36",1974
"г. Пермь, ул. Калинина, д. 39",1955
"г. Пермь, ул. Калинина, д. 41",1954
"г. Пермь, ул. Калинина, д. 42",2016
"г. Пермь, ул. Калинина, д. 43",1953
"г. Пермь, ул. Калинина, д. 45",1952
"г. Пермь, ул. Калинина, д. 46",2016
"г. Пермь, ул. Калинина, д. 47",1953
"г. Пермь, ул. Калинина, д. 49",1954
"г. Пермь, ул. Калинина, д. 50",2013
"г. Пермь, ул. Калинина, д. 52",2014
"г. Пермь, ул. Калинина, д. 60",2012
"г. Пермь, ул. Калинина, д. 64",2013
"г. Пермь, ул. Калинина, д. 64, к. а",2016
"г. Пермь, ул. Калинина, д. 68",1968
"г. Пермь, ул. Калинина, д. 74",1979
"г. Пермь, ул. Каляева, д. 11, к. 1",2008
"г. Пермь, ул. Каляева, д. 12",1986
"г. Пермь, ул. Каляева, д. 14",1985
"г. Пермь, ул. Каляева, д. 17",1989
"г. Пермь, ул. Каляева, д. 21",1981
"г. Пермь, ул. Каляева, д. 39, к. а",1960
"г. Пермь, ул. Каляева, д. 41",1960
"г. Пермь, ул. Каляева, д. 41, к. а",1960
"г. Пермь, ул. Каляева, д. 41А",1960
"г. Пермь, ул. Каляева, д. 72",1958
"г. Пермь, ул. Каменского, д. 12",1982
"г. Пермь, ул. Камчатовская, д. 5",1994
"г. Пермь, ул. Камчатовская, д. 18",2008
"г. Пермь, ул. Камчатовская, д. 20",2008
"г. Пермь, ул. Камышинская, д. 7",1962
"г. Пермь, ул. Камышинская, д. 10",1959
"г. Пермь, ул. Камышинская, д. 11",1961
"г. Пермь, ул. Камышинская, д. 11, к. а",1961
"г. Пермь, ул. Камышинская, д. 11, к. б",1962
"г. Пермь, ул. Камышинская, д. 11а",1961
"г. Пермь, ул. Камышинская, д. 12",1960
"г. Пермь, ул. Камышинская, д. 15",1989
"г. Пермь, ул. Камышинская, д. 18",1953
"г. Пермь, ул. Камышинская, д. 20",1952
"г. Пермь, ул. Камышинская, д. 22",1952
"г. Пермь, ул. Камышинская, д. 24",1953
"г. Пермь, ул. Камышловская, д. 2",1952
"г. Пермь, ул. Камышловская, д. 11",1957
"г. Пермь, ул. Камышловская, д. 13",1957
"г. Пермь, ул. Камышловская, д. 15",1957
"г. Пермь, ул. Камышловская, д. 17",1957
"г. Пермь, ул. Камышловская, д. 19",1957
"г. Пермь, ул. Камышловская, д. 21",2013
"г. Пермь, ул. Капитана Власова, д. 33А",1976
"г. Пермь, ул. Капитана Гастелло, д. 6",1959
"г. Пермь, ул. Капитана Гастелло, д. 10",2016
"г. Пермь, ул. Капитана Пирожкова, д. 25",1962
"г. Пермь, ул. Капитана Пирожкова, д. 32",1962
"г. Пермь, ул. Капитана Пирожкова, д. 36",1968
"г. Пермь, ул. Капитана Пирожкова, д. 40",1965
"г. Пермь, ул. Капитанская, д. 12",2001
"г. Пермь, ул. Капитанская, д. 54",1962
"г. Пермь, ул. Капитанская, д. 54а",1961
"г. Пермь, ул. Капитанская, д. 56",1962
"г. Пермь, ул. Капитанская, д. 56а",1961
"г. Пермь, ул. Капитанская, д. 58",1963
"г. Пермь, ул. Карбышева, д. 4",1963
"г. Пермь, ул. Карбышева, д. 8",1957
"г. Пермь, ул. Карбышева, д. 10",1953
"г. Пермь, ул. Карбышева, д. 12",1953
"г. Пермь, ул. Карбышева, д. 14",1952
"г. Пермь, ул. Карбышева, д. 16",1952
"г. Пермь, ул. Карбышева, д. 28",1958
"г. Пермь, ул. Карбышева, д. 30",1959
"г. Пермь, ул. Карбышева, д. 32",1962
"г. Пермь, ул. Карбышева, д. 40",1992
"г. Пермь, ул. Карбышева, д. 41",2016
"г. Пермь, ул. Карбышева, д. 42",1967
"г. Пермь, ул. Карбышева, д. 44",1967
"г. Пермь, ул. Карбышева, д. 46",1967
"г. Пермь, ул. Карбышева, д. 48",1966
"г. Пермь, ул. Карбышева, д. 50",1964
"г. Пермь, ул. Карбышева, д. 74",1989
"г. Пермь, ул. Карбышева, д. 76/2",1986
"г. Пермь, ул. Карбышева, д. 78/1,78/2",1983
"г. Пермь, ул. Карбышева, д. 78/3",1983
"г. Пермь, ул. Карбышева, д. 80/2",1985
"г. Пермь, ул. Карбышева, д. 82/1",1983
"г. Пермь, ул. Карбышева, д. 82/2",1983
"г. Пермь, ул. Карбышева, д. 84/1",1983
"г. Пермь, ул. Карбышева, д. 86",1987
"г. Пермь, ул. Карбышева, д. 88",1992
"г. Пермь, ул. Карпинского, д. 1",1952
"г. Пермь, ул. Карпинского, д. 3",1952
"г. Пермь, ул. Карпинского, д. 5",1953
"г. Пермь, ул. Карпинского, д. 7",1950
"г. Пермь, ул. Карпинского, д. 9",1950
"г. Пермь, ул. Карпинского, д. 10",1956
"г. Пермь, ул. Карпинского, д. 11",1950
"г. Пермь, ул. Карпинского, д. 12",1952
"г. Пермь, ул. Карпинского, д. 13",1950
"г. Пермь, ул. Карпинского, д. 17, к. 1",2005
"г. Пермь, ул. Карпинского, д. 18",1950
"г. Пермь, ул. Карпинского, д. 20",1950
"г. Пермь, ул. Карпинского, д. 21",1956
"г. Пермь, ул. Карпинского, д. 22",1951
"г. Пермь, ул. Карпинского, д. 23",1957
"г. Пермь, ул. Карпинского, д. 25",1980
"г. Пермь, ул. Карпинского, д. 27",1977
"г. Пермь, ул. Карпинского, д. 29",1971
"г. Пермь, ул. Карпинского, д. 31",1971
"г. Пермь, ул. Карпинского, д. 35",2005
"г. Пермь, ул. Карпинского, д. 36",1976
"г. Пермь, ул. Карпинского, д. 38",1976
"г. Пермь, ул. Карпинского, д. 47",1957
"г. Пермь, ул. Карпинского, д. 53",1962
"г. Пермь, ул. Карпинского, д. 56",1958
"г. Пермь, ул. Карпинского, д. 57",1975
"г. Пермь, ул. Карпинского, д. 60",1951
"г. Пермь, ул. Карпинского, д. 62",1951
"г. Пермь, ул. Карпинского, д. 67",1975
"г. Пермь, ул. Карпинского, д. 68",1955
"г. Пермь, ул. Карпинского, д. 70",1954
"г. Пермь, ул. Карпинского, д. 71",1975
"г. Пермь, ул. Карпинского, д. 72",1954
"г. Пермь, ул. Карпинского, д. 73",1976
"г. Пермь, ул. Карпинского, д. 74",1955
"г. Пермь, ул. Карпинского, д. 75",1975
"г. Пермь, ул. Карпинского, д. 75, к. а",1975
"г. Пермь, ул. Карпинского, д. 75, к. Б",1975
"г. Пермь, ул. Карпинского, д. 75Б",1973
"г. Пермь, ул. Карпинского, д. 76",1955
"г. Пермь, ул. Карпинского, д. 77",1975
"г. Пермь, ул. Карпинского, д. 77, к. Б",1993
"г. Пермь, ул. Карпинского, д. 78",1961
"г. Пермь, ул. Карпинского, д. 81",1986
"г. Пермь, ул. Карпинского, д. 83",1983
"г. Пермь, ул. Карпинского, д. 84",1961
"г. Пермь, ул. Карпинского, д. 85, к. а",1977
"г. Пермь, ул. Карпинского, д. 88",1958
"г. Пермь, ул. Карпинского, д. 90",1960
"г. Пермь, ул. Карпинского, д. 96",1960
"г. Пермь, ул. Карпинского, д. 98",1961
"г. Пермь, ул. Карпинского, д. 100",1959
"г. Пермь, ул. Карпинского, д. 102",1961
"г. Пермь, ул. Карпинского, д. 104",1961
"г. Пермь, ул. Карпинского, д. 107",1990
"г. Пермь, ул. Карпинского, д. 110",2015
"г. Пермь, ул. Карпинского, д. 112",2014
"г. Пермь, ул. Карпинского, д. 112/1",2015
"г. Пермь, ул. Карпинского, д. 118",1983
"г. Пермь, ул. Карпинского, д. 120",2005
"г. Пермь, ул. Карпинского, д. 124",1951
"г. Пермь, ул. Карпинского, д. 126",1959
"г. Пермь, ул. Карпинского, д. 136",1961
"г. Пермь, пер. Каслинский, д. 4",1947
"г. Пермь, пер. Каслинский, д. 8",1950
"г. Пермь, пер. Каслинский, д. 10, к. а",1959
"г. Пермь, пер. Каслинский, д. 10А",1959
"г. Пермь, пер. Каслинский, д. 12",1951
"г. Пермь, пер. Каслинский, д. 12а",1951
"г. Пермь, ул. Каховская 5-я, д. 8",1994
"г. Пермь, ул. Каховская 5-я, д. 8, к. а",1990
"г. Пермь, ул. Каховская 5-я, д. 8, к. Б",2015
"г. Пермь, ул. Качалова, д. 14",1959
"г. Пермь, ул. Качалова, д. 15",1960
"г. Пермь, ул. Качалова, д. 16",1961
"г. Пермь, ул. Качалова, д. 17",1961
"г. Пермь, ул. Качалова, д. 18",1960
"г. Пермь, ул. Качалова, д. 19",1964
"г. Пермь, ул. Качалова, д. 20",1959
"г. Пермь, ул. Качалова, д. 21",1960
"г. Пермь, ул. Качалова, д. 22",1959
"г. Пермь, ул. Качалова, д. 23",1960
"г. Пермь, ул. Качалова, д. 24",1958
"г. Пермь, ул. Качалова, д. 25",1960
"г. Пермь, ул. Качалова, д. 26, стр. жилой дом",1957
"г. Пермь, ул. Качалова, д. 27",1959
"г. Пермь, ул. Качалова, д. 32",1957
"г. Пермь, ул. Качалова, д. 34",1955
"г. Пермь, ул. Качалова, д. 36",1955
"г. Пермь, ул. Качалова, д. 37",1956
"г. Пермь, ул. Качалова, д. 42",1953
"г. Пермь, ул. Качалова, д. 44",1953
"г. Пермь, ул. Качалова, д. 47",1956
"г. Пермь, ул. Качканарская, д. 45",1968
"г. Пермь, ул. Качканарская, д. 47",1968
"г. Пермь, ул. КИМ, д. 5",1978
"г. Пермь, ул. КИМ, д. 7",1974
"г. Пермь, ул. КИМ, д. 11",1975
"г. Пермь, ул. КИМ, д. 15",1976
"г. Пермь, ул. КИМ, д. 17",1979
"г. Пермь, ул. КИМ, д. 19",1980
"г. Пермь, ул. КИМ, д. 44",2004
"г. Пермь, ул. КИМ, д. 51",1958
"г. Пермь, ул. КИМ, д. 53",1939
"г. Пермь, ул. КИМ, д. 55",1940
"г. Пермь, ул. КИМ, д. 57",1958
"г. Пермь, ул. КИМ, д. 69",1957
"г. Пермь, ул. КИМ, д. 72",1954
"г. Пермь, ул. КИМ, д. 74",1954
"г. Пермь, ул. КИМ, д. 81",1955
"г. Пермь, ул. КИМ, д. 86",1959
"г. Пермь, ул. КИМ, д. 88",1958
"г. Пермь, ул. КИМ, д. 91",1962
"г. Пермь, ул. КИМ, д. 92",1959
"г. Пермь, ул. КИМ, д. 94",1960
"г. Пермь, ул. КИМ, д. 95",1961
"г. Пермь, ул. КИМ, д. 97",1961
"г. Пермь, ул. КИМ, д. 99А",1973
"г. Пермь, ул. КИМ, д. 101",2016
"г. Пермь, ул. КИМ, д. 107",1960
"г. Пермь, ул. КИМ, д. 109",1960
"г. Пермь, ул. КИМ, д. 111",1960
"г. Пермь, ул. КИМ, д. 113",1960
"г. Пермь, ул. КИМ, д. 115",1960
"г. Пермь, ул. Кировоградская, д. 5",1945
"г. Пермь, ул. Кировоградская, д. 6",2006
"г. Пермь, ул. Кировоградская, д. 8",1984
"г. Пермь, ул. Кировоградская, д. 9",1946
"г. Пермь, ул. Кировоградская, д. 10",1987
"г. Пермь, ул. Кировоградская, д. 11",1964
"г. Пермь, ул. Кировоградская, д. 12/2",1986
"г. Пермь, ул. Кировоградская, д. 13",1949
"г. Пермь, ул. Кировоградская, д. 15",1953
"г. Пермь, ул. Кировоградская, д. 17",1953
"г. Пермь, ул. Кировоградская, д. 19",1950
"г. Пермь, ул. Кировоградская, д. 21",1950
"г. Пермь, ул. Кировоградская, д. 31",1960
"г. Пермь, ул. Кировоградская, д. 32",1992
"г. Пермь, ул. Кировоградская, д. 33",1960
"г. Пермь, ул. Кировоградская, д. 34",2010
"г. Пермь, ул. Кировоградская, д. 37/А",1993
"г. Пермь, ул. Кировоградская, д. 39",1957
"г. Пермь, ул. Кировоградская, д. 40",1999
"г. Пермь, ул. Кировоградская, д. 41",1955
"г. Пермь, ул. Кировоградская, д. 43",1951
"г. Пермь, ул. Кировоградская, д. 45",1950
"г. Пермь, ул. Кировоградская, д. 47",1950
"г. Пермь, ул. Кировоградская, д. 49",1950
"г. Пермь, ул. Кировоградская, д. 51",1956
"г. Пермь, ул. Кировоградская, д. 54",2014
"г. Пермь, ул. Кировоградская, д. 55",1955
"г. Пермь, ул. Кировоградская, д. 61",1949
"г. Пермь, ул. Кировоградская, д. 63",1949
"г. Пермь, ул. Кировоградская, д. 65",1949
"г. Пермь, ул. Кировоградская, д. 66",2005
"г. Пермь, ул. Кировоградская, д. 67",1949
