address,year,Lon,Lat
"г. Пермь, ул. Героев Хасана, д. 3А",1969,56.256752,57.994751
"г. Пермь, ул. Героев Хасана, д. 4",1954,56.254497,57.994312
"г. Пермь, ул. Героев Хасана, д. 5",1959,56.255971,57.993806
"г. Пермь, ул. Героев Хасана, д. 7",1960,56.256465,57.99321
"г. Пермь, ул. Героев Хасана, д. 8",1955,56.255441,57.993243
"г. Пермь, ул. Героев Хасана, д. 10",1955,56.255764,57.992614
"г. Пермь, ул. Героев Хасана, д. 10.",1955,56.255764,57.992614
"г. Пермь, ул. Героев Хасана, д. 11",1959,56.25765,57.990591
"г. Пермь, ул. Героев Хасана, д. 11а",1974,56.261073,57.989532
"г. Пермь, ул. Героев Хасана, д. 11 Лит А",1959,56.261073,57.989532
"г. Пермь, ул. Героев Хасана, д. 12",1955,56.256492,57.992084
"г. Пермь, ул. Героев Хасана, д. 13",1962,56.257803,57.989751
"г. Пермь, ул. Героев Хасана, д. 15",1959,56.25792,57.988821
"г. Пермь, ул. Героев Хасана, д. 16",1956,56.256662,57.99155
"г. Пермь, ул. Героев Хасана, д. 17",1962,56.257992,57.987924
"г. Пермь, ул. Героев Хасана, д. 19",1962,56.258046,57.987256
"г. Пермь, ул. Героев Хасана, д. 21",1964,56.258675,57.986717
"г. Пермь, ул. Героев Хасана, д. 28",1940,56.257013,57.987752
"г. Пермь, ул. Героев Хасана, д. 28 Лит А",1940,56.257013,57.987375
"г. Пермь, ул. Героев Хасана, д. 30",1941,56.257076,57.986927
"г. Пермь, ул. Героев Хасана, д. 45",1954,56.259869,57.980891
"г. Пермь, ул. Героев Хасана, д. 49а",1962,56.262933,57.979564
"г. Пермь, ул. Героев Хасана, д. 70",1954,56.263211,57.96208
"г. Пермь, ул. Героев Хасана, д. 72",1954,56.263022,57.962414
"г. Пермь, ул. Героев Хасана, д. 72 Лит А",1954,56.263534,57.961263
"г. Пермь, ул. Героев Хасана, д. 73",1958,56.26004,57.977512
"г. Пермь, ул. Героев Хасана, д. 91",1978,56.261828,57.971771
"г. Пермь, ул. Героев Хасана, д. 95",1980,56.261998,57.971183
"г. Пермь, ул. Героев Хасана, д. 97",1982,56.262169,57.970563
"г. Пермь, ул. Героев Хасана, д. 115",1968,56.266876,57.951025
"г. Пермь, ул. Героев Хасана, д. 115 А",1970,56.267954,57.950514
"г. Пермь, ул. Героев Хасана, д. 145, к. а",1986,56.270317,57.947013
"г. Пермь, ул. Героев Хасана, д. 145А",1986,56.270317,57.947013
"г. Пермь, ул. Героев Хасана, д. 147",1973,56.270362,57.946316
"г. Пермь, ул. Героев Хасана, д. 149, к. б",1985,56.272913,57.944725
"г. Пермь, ул. Героев Хасана, д. 151А",1982,56.272194,57.944601
"г. Пермь, ул. Героев Хасана, д. 157",1993,56.274323,57.944725
"г. Пермь, ул. Героев Хасана, д. 159",1999,56.275778,57.945404
"г. Пермь, ул. Героя Васькина, д. 10",1959,56.383837,58.127207
"г. Пермь, ул. Героя Васькина, д. 12",1959,56.384061,58.126841
"г. Пермь, ул. Глазовская, д. 3",1988,55.829504,58.026681
"г. Пермь, ул. Глазовская, д. 7",1986,55.833035,58.026076
"г. Пермь, ул. Глазовская, д. 9",1984,55.834679,58.026162
"г. Пермь, ул. Глазовская, д. 11, к. 1",1980,55.836008,58.025642
"г. Пермь, ул. Глеба Успенского, д. 2, к. а",1966,56.247643,57.999153
"г. Пермь, ул. Глеба Успенского, д. 4",1961,56.245658,57.998686
"г. Пермь, ул. Глеба Успенского, д. 5",1965,56.246969,57.999878
"г. Пермь, ул. Глеба Успенского, д. 7",1965,56.246098,57.999644
"г. Пермь, ул. Глеба Успенского, д. 8",1953,56.24431,57.998275
"г. Пермь, ул. Глеба Успенского, д. 13",1950,56.24149,57.998805
"г. Пермь, ул. Глеба Успенского, д. 15",1949,56.240942,57.998614
"г. Пермь, ул. Глеба Успенского, д. 17",1987,56.239747,57.998261
"г. Пермь, ул. Глеба Успенского, д. 22",1957,56.23857,57.997431
"г. Пермь, ул. Глеба Успенского, д. 28",1959,56.238013,57.997212
"г. Пермь, ул. Голева, д. 1",1966,56.212483,58.000298
"г. Пермь, ул. Голева, д. 2",1994,56.210839,58.000703
"г. Пермь, ул. Голева, д. 3",1966,56.2126,57.999835
"г. Пермь, ул. Голева, д. 5",1966,56.212851,57.999372
"г. Пермь, ул. Голева, д. 7",1966,56.213175,57.998934
"г. Пермь, ул. Голева, д. 9",1966,56.213444,57.9985
"г. Пермь, ул. Голева, д. 9, к. А",2008,56.215133,57.998724
"г. Пермь, ул. Голева, д. 10, стр. Б",1973,56.211082,57.996773
"г. Пермь, ул. Голева, д. 10а",1974,56.211693,57.997131
"г. Пермь, ул. Голева, д. 11",1966,56.213885,57.998032
"г. Пермь, ул. Голева, д. 13, к. А",2008,56.215295,57.99757
"г. Пермь, ул. Голева, д. 15",1967,56.215412,57.996706
"г. Пермь, ул. Гомельская, д. 3",1953,56.386684,58.136064
"г. Пермь, ул. Гомельская, д. 5",1954,56.387179,58.136173
"г. Пермь, ул. Городецкая, д. 5",1965,56.409978,58.038499
"г. Пермь, ул. Городищенская, д. 5",1934,56.375824,58.095742
"г. Пермь, ул. Графтио, д. 8",1952,56.314559,58.111968
"г. Пермь, ул. Графтио, д. 10",1952,56.314262,58.112272
"г. Пермь, ул. Графтио, д. 13",1957,56.312529,58.112358
"г. Пермь, ул. Графтио, д. 15",1957,56.312618,58.112804
"г. Пермь, ул. Графтио, д. 16",1953,56.313319,58.113204
"г. Пермь, ул. Грачева, д. 19",2012,56.306007,58.029302
"г. Пермь, ул. Грачева, д. 25",2e3,56.306627,58.028321
"г. Пермь, ул. Гремячий лог, д. 1",1967,56.309708,58.118718
"г. Пермь, ул. Гремячинская, д. 71",1960,56.17302,58.000441
"г. Пермь, ул. Грибоедова, д. 68",1994,56.324539,58.007112
"г. Пермь, ул. Грибоедова, д. 74",2016,56.326255,58.005443
"г. Пермь, ул. Грузинская, д. 3",1968,56.209132,58.000708
"г. Пермь, ул. Грузинская, д. 5",1968,56.208459,58.000674
"г. Пермь, ул. Грузинская, д. 7",1969,56.20748,58.000684
"г. Пермь, ул. Грузинская, д. 9",1968,56.206752,58.000698
"г. Пермь, ул. Грузинская, д. 11",1968,56.20597,58.000999
"г. Пермь, ул. Грузинская, д. 13",1976,56.204291,58.00076
"г. Пермь, ул. Грузинская, д. 15",1980,56.203482,58.000188
"г. Пермь, ул. Гусарова, д. 7",1982,56.216957,57.964882
"г. Пермь, ул. Гусарова, д. 8",1968,56.222005,57.96366
"г. Пермь, ул. Гусарова, д. 9",1978,56.214945,57.96472
"г. Пермь, ул. Гусарова, д. 9, к. 2",1978,56.215115,57.965723
"г. Пермь, ул. Гусарова, д. 9/2",1978,56.215115,57.965723
"г. Пермь, ул. Гусарова, д. 10",1969,56.221008,57.963856
"г. Пермь, ул. Гусарова, д. 13",1980,56.212833,57.964529
"г. Пермь, ул. Гусарова, д. 14",1969,56.219948,57.963737
"г. Пермь, ул. Гусарова, д. 16",1969,56.218592,57.963789
"г. Пермь, ул. Гусарова, д. 18",1969,56.216741,57.963297
"г. Пермь, ул. Гусарова, д. 18а",1969,56.216759,57.962786
"г. Пермь, ул. Гусарова, д. 22",1987,56.214244,57.96376
"г. Пермь, ул. Гусарова, д. 24",1988,56.213211,57.963622
"г. Пермь, ул. Гусарова, д. 26",1989,56.212196,57.96334
"г. Пермь, ул. Давыдова, д. 7",1966,56.162151,57.974482
"г. Пермь, ул. Дачная 2-я, д. 1",1953,56.164073,58.021348
"г. Пермь, ул. Дачная 2-я, д. 2",1953,56.165052,58.021315
"г. Пермь, ул. Двинская, д. 4",1953,56.317379,58.11222
"г. Пермь, ул. Двинская, д. 5",1952,56.316418,58.112115
"г. Пермь, ул. Двинская, д. 6",1953,56.31684,58.112415
"г. Пермь, ул. Двинская, д. 7",1952,56.315942,58.112296
"г. Пермь, ул. Двинская, д. 8",1953,56.316382,58.112752
"г. Пермь, ул. Двинская, д. 10",1953,56.316706,58.112985
"г. Пермь, ул. Двинская, д. 11",1953,56.315313,58.112928
"г. Пермь, ул. Двинская, д. 12",1953,56.31631,58.113171
"г. Пермь, ул. Двинская, д. 13",1953,56.315583,58.113199
"г. Пермь, пр-кт. Декабристов, д. 1",1982,56.213489,57.979068
"г. Пермь, пр-кт. Декабристов, д. 3",1979,56.212025,57.979054
"г. Пермь, пр-кт. Декабристов, д. 5",1981,56.212411,57.978605
"г. Пермь, пр-кт. Декабристов, д. 6",1970,56.213337,57.980834
"г. Пермь, пр-кт. Декабристов, д. 7",1978,56.210435,57.978433
"г. Пермь, пр-кт. Декабристов, д. 9",1978,56.209689,57.97776
"г. Пермь, пр-кт. Декабристов, д. 9, к. а",1979,56.210201,57.977283
"г. Пермь, пр-кт. Декабристов, д. 10",1969,56.212591,57.980671
"г. Пермь, пр-кт. Декабристов, д. 11",1977,56.209204,57.978223
"г. Пермь, пр-кт. Декабристов, д. 12",1970,56.211414,57.979941
"г. Пермь, пр-кт. Декабристов, д. 12а",1994,56.20977,57.980266
"г. Пермь, пр-кт. Декабристов, д. 13",1976,56.20739,57.977641
"г. Пермь, пр-кт. Декабристов, д. 15",1979,56.207623,57.977092
"г. Пермь, пр-кт. Декабристов, д. 16",1971,56.209222,57.979297
"г. Пермь, пр-кт. Декабристов, д. 17",1979,56.206976,57.97673
"г. Пермь, пр-кт. Декабристов, д. 18",1973,56.207848,57.979664
"г. Пермь, пр-кт. Декабристов, д. 19",1977,56.206276,57.977388
"г. Пермь, пр-кт. Декабристов, д. 20",1988,56.206491,57.978471
"г. Пермь, пр-кт. Декабристов, д. 25",1993,56.203141,57.974305
"г. Пермь, пр-кт. Декабристов, д. 27",1992,56.202503,57.973818
"г. Пермь, пр-кт. Декабристов, д. 29",1986,56.200985,57.97535
"г. Пермь, пр-кт. Декабристов, д. 31",1990,56.202135,57.972558
"г. Пермь, пр-кт. Декабристов, д. 33",1988,56.199538,57.972959
"г. Пермь, пр-кт. Декабристов, д. 35",1984,56.198451,57.975135
"г. Пермь, пр-кт. Декабристов, д. 37",1985,56.197149,57.974625
"г. Пермь, пр-кт. Декабристов, д. 39/1",1986,56.196547,57.974171
"г. Пермь, пр-кт. Декабристов, д. 39/2",1987,56.196861,57.973909
"г. Пермь, пр-кт. Декабристов, д. 41",1991,56.195478,57.974109
"г. Пермь, пр-кт. Декабристов, д. 41/1",1995,56.195047,57.973918
"г. Пермь, пр-кт. Декабристов, д. 43",2003,56.195361,57.973503
"г. Пермь, ул. Делегатская, д. 27",1967,56.392793,58.137109
"г. Пермь, ул. Делегатская, д. 35",2009,56.395425,58.136026
"г. Пермь, ул. Делегатская, д. 35, к. а",2013,56.396844,58.136116
"г. Пермь, ул. Делегатская, д. 35б",2015,56.397851,58.136221
"г. Пермь, ул. Делегатская, д. 37",2012,56.399782,58.135627
"г. Пермь, ул. Делегатская, д. 39а",2009,56.398398,58.135432
"г. Пермь, ул. Делегатская, д. 41",2009,56.400581,58.134995
"г. Пермь, ул. Делегатская, д. 43",2008,56.399935,58.134263
"г. Пермь, ул. Делегатская, д. 43а",2008,56.399189,58.134705
"г. Пермь, ул. Делегатская, д. 45",2009,56.401318,58.134263
"г. Пермь, ул. Дениса Давыдова, д. 7",1966,56.162151,57.974482
"г. Пермь, ул. Дениса Давыдова, д. 17",1962,56.16419,57.972496
"г. Пермь, ул. Дениса Давыдова, д. 18",1963,56.164684,57.971308
"г. Пермь, ул. Дениса Давыдова, д. 20",1963,56.16472,57.970883
"г. Пермь, ул. Дениса Давыдова, д. 22",1963,56.165034,57.970544
"г. Пермь, ул. Дениса Давыдова, д. 23",1960,56.165286,57.97146
"г. Пермь, ул. Дениса Давыдова, д. 25",1961,56.16578,57.971217
"г. Пермь, ул. Дениса Давыдова, д. 25а",1961,56.166391,57.971389
"г. Пермь, ул. Дениса Давыдова, д. 27",1961,56.166085,57.970921
"г. Пермь, ул. Дениса Давыдова, д. 27а",1960,56.166714,57.971102
"г. Пермь, ул. Детская, д. 4",1937,56.174026,58.001027
"г. Пермь, ул. Детская, д. 8",1936,56.17585,58.00087
"г. Пермь, ул. Добролюбова, д. 2А",1990,56.294769,58.015633
"г. Пермь, ул. Добролюбова, д. 4",1969,56.29608,58.015256
"г. Пермь, ул. Добролюбова, д. 4А",1990,56.295748,58.015714
"г. Пермь, ул. Добролюбова, д. 12",1969,56.298416,58.014755
"г. Пермь, ул. Добролюбова, д. 14",1967,56.299233,58.015289
"г. Пермь, ул. Добролюбова, д. 16",1969,56.299916,58.015823
"г. Пермь, ул. Добролюбова, д. 18",1968,56.300743,58.01569
"г. Пермь, ул. Добролюбова, д. 20",1969,56.301533,58.015695
"г. Пермь, ул. Добролюбова, д. 22",1969,56.302306,58.015675
"г. Пермь, ул. Добролюбова, д. 24",1970,56.303051,58.015723
"г. Пермь, ул. Докучаева, д. 2",1961,56.126155,58.039885
"г. Пермь, ул. Докучаева, д. 4",1962,56.12673,58.039813
"г. Пермь, ул. Докучаева, д. 6",1959,56.12735,58.039756
"г. Пермь, ул. Докучаева, д. 8",1959,56.127871,58.03969
"г. Пермь, ул. Докучаева, д. 10",1962,56.12841,58.039632
"г. Пермь, ул. Докучаева, д. 12",1960,56.129084,58.03957
"г. Пермь, ул. Докучаева, д. 18",1978,56.130808,58.03877
"г. Пермь, ул. Докучаева, д. 22",1969,56.133476,58.038532
"г. Пермь, ул. Докучаева, д. 24",1968,56.133836,58.038003
"г. Пермь, ул. Докучаева, д. 27, к. г",1960,56.138731,58.045844
"г. Пермь, ул. Докучаева, д. 27а",1980,56.13892,58.045239
"г. Пермь, ул. Докучаева, д. 27б",1982,56.138929,58.04461
"г. Пермь, ул. Докучаева, д. 27в",1991,56.139432,58.04572
"г. Пермь, ул. Докучаева, д. 27Г",1960,56.138731,58.045844
"г. Пермь, ул. Докучаева, д. 44",2e3,56.145361,58.035383
"г. Пермь, ул. Докучаева, д. 52",2013,56.141247,58.033853
"г. Пермь, ул. Домостроительная, д. 31",1981,56.38558,58.128865
"г. Пермь, ул. ДОС, д. 1",1962,56.270694,58.041476
"г. Пермь, ул. ДОС, д. 2",1960,56.272338,58.042038
"г. Пермь, ул. ДОС, д. 41 (в/г 50)",1960,56.02425,58.072085
"г. Пермь, ул. ДОС, д. 42 (в/г 50)",1960,56.024457,58.071709
"г. Пермь, ул. ДОС, д. 43 (в/г 50)",1960,56.025122,58.072213
"г. Пермь, ул. ДОС, д. 44 (в/г 50)",1960,56.025328,58.071837
"г. Пермь, ул. ДОС, д. 54 (в/г 50)",1967,56.023567,58.072051
"г. Пермь, ул. ДОС, д. 55 (в/г 50)",1961,56.025535,58.071452
"г. Пермь, ул. ДОС, д. 57 (в/г 50)",1971,56.023523,58.071647
"г. Пермь, ул. ДОС, д. 58 (в/г 50)",1972,56.023882,58.071333
"г. Пермь, ул. ДОС, д. 59",1981,56.024609,58.070995
"г. Пермь, ул. ДОС(Кировский район), д. 54",1971,56.023567,58.072051
"г. Пермь, ул. ДОС(Кировский район), д. 55",1961,56.025535,58.071452
"г. Пермь, ул. ДОС(Кировский район), д. 57",1968,56.023523,58.071647
"г. Пермь, ул. Дошкольная, д. 4",1956,56.115573,58.041762
"г. Пермь, ул. Дошкольная, д. 6",1958,56.115088,58.041733
"г. Пермь, ул. Дошкольная, д. 8",1959,56.114612,58.041486
"г. Пермь, ул. Дошкольная, д. 10",1958,56.114216,58.041738
"г. Пермь, ул. Дошкольная, д. 12",1959,56.113686,58.041738
"г. Пермь, ул. Дошкольная, д. 28",1953,56.111521,58.042233
"г. Пермь, ул. Дошкольная, д. 29",1953,56.109213,58.043048
"г. Пермь, ул. Дошкольная, д. 30",1953,56.110327,58.042476
"г. Пермь, ул. Дошкольная, д. 31",1953,56.109303,58.0432
"г. Пермь, ул. Дошкольная, д. 33",1953,56.109635,58.043429
"г. Пермь, ул. Дошкольная, д. 38",1953,56.108575,58.042877
"г. Пермь, ул. Дружбы, д. 2",1961,56.291382,58.017225
"г. Пермь, ул. Дружбы, д. 4",1960,56.290313,58.017238999999996
"г. Пермь, ул. Дружбы, д. 6",1960,56.289586,58.016839
"г. Пермь, ул. Дружбы, д. 7",1963,56.291149,58.016233
"г. Пермь, ул. Дружбы, д. 9",1963,56.290169,58.016228
"г. Пермь, ул. Дружбы, д. 11",1964,56.289954,58.015752
"г. Пермь, ул. Дружбы, д. 12",1961,56.28902,58.01692
"г. Пермь, ул. Дружбы, д. 13",1963,56.289154,58.015966
"г. Пермь, ул. Дружбы, д. 14",1960,56.288535,58.016562
"г. Пермь, ул. Дружбы, д. 16",1961,56.287969,58.016662
"г. Пермь, ул. Дружбы, д. 17",1962,56.286414,58.014732
"г. Пермь, ул. Дружбы, д. 19",1961,56.285328,58.014998
"г. Пермь, ул. Дружбы, д. 20",1960,56.285229,58.016076
"г. Пермь, ул. Дружбы, д. 21",1962,56.285363,58.014474
"г. Пермь, ул. Дружбы, д. 22",1960,56.284959,58.015642
"г. Пермь, ул. Дружбы, д. 23",1961,56.283594,58.014579
"г. Пермь, ул. Дружбы, д. 24",1960,56.284178,58.015847
"г. Пермь, ул. Дружбы, д. 25",1962,56.284474,58.01424
"г. Пермь, ул. Дружбы, д. 26",1960,56.283908,58.015385
"г. Пермь, ул. Дружбы, д. 27",1961,56.283675,58.014021
"г. Пермь, ул. Дружбы, д. 28",1960,56.282947,58.015399
"г. Пермь, ул. Дружбы, д. 30",1960,56.282327,58.014989
"г. Пермь, ул. Дубовская, д. 12, к. а",1988,55.932945,58.005486
"г. Пермь, пер. Дубровский 1-й, д. 4",1986,56.317649,58.114758
"г. Пермь, пер. Дубровский 1-й, д. 5",1972,56.315547,58.114972
"г. Пермь, пер. Дубровский 1-й, д. 6",1964,56.31702,58.115319
"г. Пермь, пер. Дубровский 1-й, д. 7",1963,56.316203,58.115338
"г. Пермь, пер. Дубровский 1-й, д. 8",1964,56.31746,58.115533
"г. Пермь, пер. Дубровский 1-й, д. 10",1962,56.318206000000004,58.115353
"г. Пермь, пер. Дубровский 1-й, д. 12",1962,56.318898,58.115201
"г. Пермь, пер. Дубровский 2-й, д. 6",1974,56.314559,58.115343
"г. Пермь, пер. Дубровский 2-й, д. 8",1974,56.313005,58.115666
"г. Пермь, ул. Дунайская, д. 15",1956,55.848504,58.030046
"г. Пермь, ул. Дунайская, д. 17",1956,55.848585,58.030351
"г. Пермь, ул. Дунайская, д. 19",1957,55.848737,58.030613
"г. Пермь, ул. Евгения Пермяка, д. 1, к. 3",1990,56.353123,58.054746
"г. Пермь, ул. Евгения Пермяка, д. 1, к. А",1991,56.351992,58.055441
"г. Пермь, ул. Евгения Пермяка, д. 3, к. 1",1993,56.350608,58.055427
"г. Пермь, ул. Евгения Пермяка, д. 3/2",1993,56.349377,58.055474
"г. Пермь, ул. Екатерининская, д. 5",1917,56.263382,58.015523
"г. Пермь, ул. Екатерининская, д. 19",1917,56.260552,58.014679
"г. Пермь, ул. Екатерининская, д. 21",1917,56.260175,58.014565
"г. Пермь, ул. Екатерининская, д. 23, к. А",1917,56.259995,58.01435
"г. Пермь, ул. Екатерининская, д. 23 А",1917,56.259995,58.01435
"г. Пермь, ул. Екатерининская, д. 24",2e3,56.259573,58.014865
"г. Пермь, ул. Екатерининская, д. 29",1917,56.258549,58.014136
"г. Пермь, ул. Екатерининская, д. 38",1917,56.255836,58.013788
"г. Пермь, ул. Екатерининская, д. 48",1988,56.25341,58.013139
"г. Пермь, ул. Екатерининская, д. 51",1947,56.251865,58.012262
"г. Пермь, ул. Екатерининская, д. 52",1977,56.252171,58.012767
"г. Пермь, ул. Екатерининская, д. 53",1972,56.250814,58.011952
"г. Пермь, ул. Екатерининская, д. 59",1934,56.246763,58.010803
"г. Пермь, ул. Екатерининская, д. 60",1917,56.249808,58.012128
"г. Пермь, ул. Екатерининская, д. 63",1976,56.245703,58.010479
"г. Пермь, ул. Екатерининская, д. 64",1917,56.249089,58.011881
"г. Пермь, ул. Екатерининская, д. 64, к. А",1917,56.248784,58.012071
"г. Пермь, ул. Екатерининская, д. 66",1900,56.248694,58.011728
"г. Пермь, ул. Екатерининская, д. 88",1969,56.24175,58.009768
"г. Пермь, ул. Екатерининская, д. 96",1961,56.239037,58.00901
"г. Пермь, ул. Екатерининская, д. 98",1963,56.237771,58.008681
"г. Пермь, ул. Екатерининская, д. 119",1988,56.225778,58.005644
"г. Пермь, ул. Екатерининская, д. 120",1994,56.23283,58.007828
"г. Пермь, ул. Екатерининская, д. 122",2013,56.231932,58.007608
"г. Пермь, ул. Екатерининская, д. 133",1977,56.218906,58.004695
"г. Пермь, ул. Екатерининская, д. 134",1984,56.230629,58.007408
"г. Пермь, ул. Екатерининская, д. 135",1977,56.218771,58.004342
"г. Пермь, ул. Екатерининская, д. 165",2003,56.211944,58.003584
"г. Пермь, ул. Екатерининская, д. 166, лит. А",1994,56.224152,58.00645
"г. Пермь, ул. Екатерининская, д. 166",1969,56.223389,58.006149
"г. Пермь, ул. Екатерининская, д. 180",1963,56.217729,58.005439
"г. Пермь, ул. Екатерининская, д. 180",1963,56.217729,58.005439
"г. Пермь, ул. Екатерининская, д. 184",1963,56.216993,58.005324
"г. Пермь, ул. Екатерининская, д. 188",1963,56.216238,58.005176
"г. Пермь, ул. Екатерининская, д. 190",1963,56.215762,58.004723
"г. Пермь, ул. Екатерининская, д. 196",1965,56.21242,58.00417
"г. Пермь, ул. Екатерининская, д. 198",1963,56.211288,58.004447
"г. Пермь, ул. Екатерининская, д. 200",1963,56.210687,58.004208
"г. Пермь, ул. Екатерининская, д. 214",1959,56.208396,58.00355
"г. Пермь, ул. Екатерининская, д. 220",1986,56.200877,58.003531
"г. Пермь, пер. Еловский 1-й, д. 18",1962,56.359951,58.079885
"г. Пермь, пер. Еловский 1-й, д. 22",1987,56.361684,58.079676
"г. Пермь, пер. Еловский 1-й, д. 24",1996,56.362259,58.079204
"г. Пермь, пер. Еловский 3-й, д. 9/19",1958,56.355603,58.077082
"г. Пермь, пер. Еловский 3-й, д. 15",1950,56.357256,58.07692
"г. Пермь, ул. Елькина, д. 1",1971,56.236567,57.998333
"г. Пермь, ул. Елькина, д. 2",1966,56.236064,57.998008
"г. Пермь, ул. Елькина, д. 2.",1966,56.236064,57.998008
"г. Пермь, ул. Елькина, д. 3",1990,56.23716,57.99787
"г. Пермь, ул. Елькина, д. 4",1960,56.236477,57.997555
"г. Пермь, ул. Елькина, д. 4а",1974,56.237097,57.997045
"г. Пермь, ул. Елькина, д. 6",1968,56.236324,57.996825
"г. Пермь, ул. Елькина, д. 6.",1968,56.236324,57.996825
"г. Пермь, ул. Елькина, д. 7",1988,56.23937,57.996062
"г. Пермь, ул. Елькина, д. 8",1995,56.23751,57.996224
"г. Пермь, ул. Елькина, д. 8, к. а",1994,56.23672,57.995905
"г. Пермь, ул. Елькина, д. 12",1953,56.238175,57.995986
"г. Пермь, ул. Елькина, д. 41",2006,56.240789,57.993095
"г. Пермь, ул. Елькина, д. 43",1993,56.240008,57.993835
"г. Пермь, ул. Елькина, д. 45",1990,56.238831,57.994374
"г. Пермь, ул. Елькина, д. 49",1989,56.235318,57.99674
"г. Пермь, ул. Емельяна Ярославского, д. 10",1983,56.24281,57.967503
"г. Пермь, ул. Емельяна Ярославского, д. 30",1968,56.235076,57.967742
"г. Пермь, ул. Емельяна Ярославского, д. 34",1962,56.234411,57.967985
"г. Пермь, ул. Емельяна Ярославского, д. 40",1962,56.231806,57.968148
"г. Пермь, ул. Емельяна Ярославского, д. 42",1968,56.230512,57.968176
"г. Пермь, ул. Емельяна Ярославского, д. 48",1964,56.229183,57.968224
"г. Пермь, ул. Емельяна Ярославского, д. 52",1952,56.227844,57.968257
"г. Пермь, ул. Емельяна Ярославского, д. 53",1954,56.224781,57.968582
"г. Пермь, ул. Емельяна Ярославского, д. 55",1958,56.224197,57.968859
"г. Пермь, ул. Емельяна Ярославского, д. 56",1953,56.226497,57.968229
"г. Пермь, ул. Емельяна Ярославского, д. 57",1958,56.223811,57.969088
"г. Пермь, ул. Емельяна Ярославского, д. 59",1959,56.223389,57.969403
"г. Пермь, ул. Емельяна Ярославского, д. 63.",1957,56.221853,57.97032
"г. Пермь, ул. Емельяна Ярославского, д. 67",1956,56.222931,57.969718
"г. Пермь, ул. Ереванская, д. 22",1958,56.386397,58.135133
"г. Пермь, ул. Ереванская, д. 26",1955,56.386181,58.134729
"г. Пермь, ул. Ереванская, д. 28",1955,56.386011,58.134415
"г. Пермь, ул. Ереванская, д. 48",1951,56.384762,58.132187
"г. Пермь, ул. Железнодорожная, д. 1",1954,56.448201,58.145204
"г. Пермь, ул. Железнодорожная, д. 3",1996,56.37974,58.137765
"г. Пермь, ул. Железнодорожная, д. 4",1952,56.598714,58.052607
"г. Пермь, ул. Железнодорожная, д. 5",1952,56.598076,58.052445
"г. Пермь, ул. Железнодорожная, д. 7",1952,56.597259,58.052745
"г. Пермь, ул. Железнодорожная, д. 8",1954,56.450671,58.145057
"г. Пермь, ул. Железнодорожная, д. 9, к. А",1960,56.381887,58.140611
"г. Пермь, ул. Железнодорожная, д. 10",1956,56.596791,58.053336
"г. Пермь, ул. Железнодорожная, д. 10, к. А",1960,56.382849,58.141352
"г. Пермь, ул. Железнодорожная, д. 21",1960,56.591743,58.054346
"г. Пермь, ул. Желябова, д. 3",2004,56.148227,57.998958
"г. Пермь, ул. Желябова, д. 10",1980,56.145819,57.996177
"г. Пермь, ул. Желябова, д. 11",1978,56.148316,57.995762
"г. Пермь, ул. Желябова, д. 11, к. 2",1959,56.149197,57.996277
"г. Пермь, ул. Желябова, д. 15",1978,56.149511,57.994736
"г. Пермь, ул. Желябова, д. 17",1978,56.149817,57.995457
"г. Пермь, ул. Желябова, д. 19",1962,56.148595,57.994278
"г. Пермь, ул. Житомирская, д. 9",1957,56.401013,58.036436
"г. Пермь, ул. Заводская, д. 6",1931,56.141894,58.005067
"г. Пермь, ул. Загарьинская, д. 3",1954,56.276874,57.974649
"г. Пермь, ул. Закамская, д. 2а",1942,55.942908,57.995075
"г. Пермь, ул. Закамская, д. 2б",1942,55.94333,57.995972
"г. Пермь, ул. Закамская, д. 2в",1942,55.944938,57.996372
"г. Пермь, ул. Закамская, д. 3, к. а",1952,55.941282,57.99705
"г. Пермь, ул. Закамская, д. 3А",1952,55.941282,57.99705
"г. Пермь, ул. Закамская, д. 5",1952,55.941929,57.997178
"г. Пермь, ул. Закамская, д. 15",1954,55.946896,57.998643
"г. Пермь, ул. Закамская, д. 15, к. а",1954,55.946438,57.998772
"г. Пермь, ул. Закамская, д. 15А",1954,55.946438,57.998772
"г. Пермь, ул. Закамская, д. 18",1958,55.950795,57.999988
"г. Пермь, ул. Закамская, д. 19",1954,55.948064,57.999172
"г. Пермь, ул. Закамская, д. 20",1956,55.951558,58.000202
"г. Пермь, ул. Закамская, д. 20, к. а",1954,55.95252,57.999806
"г. Пермь, ул. Закамская, д. 20/а",1954,55.95252,57.999806
"г. Пермь, ул. Закамская, д. 21",1953,55.948477,57.999401
"г. Пермь, ул. Закамская, д. 21/А",1954,55.947875,57.999477
"г. Пермь, ул. Закамская, д. 23/А",1957,55.949951,58.000479
"г. Пермь, ул. Закамская, д. 23А",1957,55.949951,58.000479
"г. Пермь, ул. Закамская, д. 24",1953,55.952493,58.000703
"г. Пермь, ул. Закамская, д. 25",1955,55.950804,58.000593
"г. Пермь, ул. Закамская, д. 29",1956,55.951693,58.001213
"г. Пермь, ул. Закамская, д. 29а",1958,55.952053,58.001595
"г. Пермь, ул. Закамская, д. 31",1957,55.952834,58.001571
"г. Пермь, ул. Закамская, д. 32",1953,55.954783,58.002029
"г. Пермь, ул. Закамская, д. 35",1967,55.954936,58.002954
