address,year,Lon,Lat
"г. Пермь, ул. Линия 10-я, д. 21",1934,56.283064,58.052345
"г. Пермь, ул. Линия 10-я, д. 25",1934,56.28389,58.052845
"г. Пермь, ул. Линия 10-я, д. 27",1935,56.284285,58.053074
"г. Пермь, ул. Линия 10-я, д. 31",1934,56.285076,58.05355
"г. Пермь, ул. Линия 11-я, д. 10",1934,56.281546,58.052288
"г. Пермь, ул. Линия 11-я, д. 11",1934,56.282049,58.052522
"г. Пермь, ул. Линия 11-я, д. 12",1934,56.282408,58.052769
"г. Пермь, ул. Линия 11-я, д. 14",1937,56.283145,58.05325
"г. Пермь, ул. Линия 11-я, д. 15",1934,56.283648,58.053484
"г. Пермь, ул. Линия 11-я, д. 17",1936,56.28442,58.053941
"г. Пермь, ул. Линия 11-я, д. 18",1937,56.284807,58.054179
"г. Пермь, ул. Линия 12-я, д. 19",1937,56.280962,58.05265
"г. Пермь, ул. Линия 12-я, д. 20",1936,56.281546,58.052993
"г. Пермь, ул. Линия 13-я, д. 26",1936,56.28027,58.05305
"г. Пермь, ул. Линия 13-я, д. 27",1936,56.280854,58.053407
"г. Пермь, ул. Линия 1-я, д. 41",1966,56.286989,58.044253
"г. Пермь, ул. Линия 1-я, д. 41, к. а",1966,56.287403,58.044496
"г. Пермь, ул. Линия 1-я, д. 41, к. б",1962,56.287816,58.04473
"г. Пермь, ул. Линия 1-я, д. 41 а",1966,56.287403,58.044496
"г. Пермь, ул. Линия 1-я, д. 41 б",1962,56.287816,58.04473
"г. Пермь, ул. Линия 1-я, д. 41 в",1960,56.288265,58.044963
"г. Пермь, ул. Линия 1-я, д. 65",1960,56.296934,58.050964
"г. Пермь, ул. Линия 2-я, д. 9",1959,56.29114,58.048307
"г. Пермь, ул. Линия 2-я, д. 45",1917,56.297176,58.052288
"г. Пермь, ул. Линия 2-я, д. 47",1917,56.297536,58.052517
"г. Пермь, ул. Линия 2-я, д. 87",1917,56.303932,58.056717
"г. Пермь, ул. Линия 4-я, д. 15",1917,56.289972,58.050659
"г. Пермь, ул. Линия 4-я, д. 23",1917,56.291409,58.051588
"г. Пермь, ул. Линия 5-я, д. 1, к. а",1979,56.285274,58.049012
"г. Пермь, ул. Линия 5-я, д. 1, к. а/1",1963,56.282345,58.04894
"г. Пермь, ул. Линия 5-я, д. 1 а",1979,56.285274,58.049012
"г. Пермь, ул. Линия 8-я, д. 41",1941,56.292209,58.055374
"г. Пермь, ул. Липатова, д. 3",1958,55.966686,58.006235
"г. Пермь, ул. Липатова, д. 4",1961,55.96648,58.007232
"г. Пермь, ул. Липатова, д. 4а",1961,55.967252,58.007627
"г. Пермь, ул. Липатова, д. 5",1958,55.965815,58.006884
"г. Пермь, ул. Липатова, д. 6",1961,55.966515,58.007785
"г. Пермь, ул. Липатова, д. 8",1961,55.965572,58.007961
"г. Пермь, ул. Липатова, д. 8, к. а",1961,55.966309,58.008333
"г. Пермь, ул. Липатова, д. 8А",1961,55.966309,58.008333
"г. Пермь, ул. Липатова, д. 9",1959,55.964324,58.00758
"г. Пермь, ул. Липатова, д. 10",1961,55.965285,58.008514
"г. Пермь, ул. Липатова, д. 11",1959,55.963892,58.007899
"г. Пермь, ул. Липатова, д. 13",1960,55.963506,58.008572
"г. Пермь, ул. Липатова, д. 18",1994,55.961072,58.011962
"г. Пермь, ул. Липатова, д. 20",1990,55.959571,58.012681
"г. Пермь, ул. Липатова, д. 22",1992,55.95808,58.013749
"г. Пермь, ул. Лиственная, д. 2",1959,56.269921,57.969938
"г. Пермь, ул. Лихвинская, д. 147",1960,56.305117,57.976271
"г. Пермь, ул. Лобвинская, д. 3",1952,56.314765,58.111064
"г. Пермь, ул. Лобвинская, д. 9",1960,56.314397,58.110232
"г. Пермь, ул. Лобвинская, д. 11",1961,56.313723,58.110484
"г. Пермь, ул. Лобвинская, д. 13",1960,56.312897,58.11037
"г. Пермь, ул. Лобвинская, д. 14",1960,56.311711,58.111041
"г. Пермь, ул. Лобвинская, д. 18",1959,56.309834,58.111739
"г. Пермь, ул. Лобвинская, д. 22",1958,56.309762,58.112614
"г. Пермь, ул. Лодыгина, д. 3А",1961,56.243331,57.966443
"г. Пермь, ул. Лодыгина, д. 18",1957,56.231716,57.966295
"г. Пермь, ул. Лодыгина, д. 20",1957,56.230674,57.966324
"г. Пермь, ул. Лодыгина, д. 22",1957,56.229479,57.966343
"г. Пермь, ул. Лодыгина, д. 26",1964,56.227395,57.966372
"г. Пермь, ул. Лодыгина, д. 29",1962,56.235776,57.966668
"г. Пермь, ул. Лодыгина, д. 31",1964,56.235121,57.966949
"г. Пермь, ул. Лодыгина, д. 32",1967,56.225113,57.966267
"г. Пермь, ул. Лодыгина, д. 35",1963,56.233558,57.966706
"г. Пермь, ул. Лодыгина, д. 37",1960,56.232075,57.966739
"г. Пермь, ул. Лодыгина, д. 42",1980,56.218017,57.966357
"г. Пермь, ул. Лодыгина, д. 44",1980,56.217639,57.966577
"г. Пермь, ул. Лодыгина, д. 45",1955,56.227503,57.966883
"г. Пермь, ул. Лодыгина, д. 46/1",1978,56.216517,57.966849
"г. Пермь, ул. Лодыгина, д. 46/2",1978,56.217065,57.965808
"г. Пермь, ул. Лодыгина, д. 49",1954,56.22594,57.966873
"г. Пермь, ул. Лодыгина, д. 50",1978,56.216076,57.967546
"г. Пермь, ул. Лодыгина, д. 50/1",1982,56.216921,57.967699
"г. Пермь, ул. Лодыгина, д. 50/2",1982,56.21657,57.967909
"г. Пермь, ул. Лодыгина, д. 51",1956,56.225131,57.967007
"г. Пермь, ул. Лодыгина, д. 52/1",1982,56.215879,57.968362
"г. Пермь, ул. Лодыгина, д. 52/2",1982,56.215528,57.968572
"г. Пермь, ул. Лодыгина, д. 52А",1978,56.214801,57.967923
"г. Пермь, ул. Лодыгина, д. 52Б",1978,56.215457,57.967875
"г. Пермь, ул. Лодыгина, д. 54",1978,56.214406,57.96841
"г. Пермь, ул. Лодыгина, д. 56",1978,56.213885,57.968697
"г. Пермь, ул. Лодыгина, д. 56/1",1983,56.21375,57.969293
"г. Пермь, ул. Локомотивная, д. 4",1956,56.18972,57.998004
"г. Пермь, ул. Локомотивная, д. 8",1962,56.190735,57.999186
"г. Пермь, ул. Луговского, д. 3",1995,56.280261,58.114478
"г. Пермь, ул. Луговского, д. 132",1976,56.284995,58.115305
"г. Пермь, ул. Луговского, д. 132а",1977,56.286666,58.115186
"г. Пермь, ул. Луговского, д. 134",1973,56.283423,58.115158
"г. Пермь, ул. Луговского, д. 140",1978,56.283369,58.116684
"г. Пермь, ул. Лужская, д. 8",1955,55.920917,57.996992
"г. Пермь, ул. Лужская, д. 9",1955,55.920486,57.997799
"г. Пермь, ул. Лужская, д. 10",1955,55.921079,57.997355
"г. Пермь, ул. Лужская, д. 12",1955,55.921267,57.997694
"г. Пермь, ул. Лужская, д. 13",1955,55.920935,57.9985
"г. Пермь, ул. Лужская, д. 14",1955,55.921501,57.998471
"г. Пермь, ул. Лужская, д. 15",1955,55.921151,57.998876
"г. Пермь, ул. Лужская, д. 16",1955,55.92169,57.998891
"г. Пермь, ул. Лукоянова, д. 4",1971,56.241472,57.957596
"г. Пермь, ул. Лукоянова, д. 8/1",1976,56.237986,57.957978
"г. Пермь, ул. Лукоянова, д. 8/1.",1976,56.237986,57.957978
"г. Пермь, ул. Лукоянова, д. 8/2",1982,56.238696,57.95794
"г. Пермь, ул. Лукоянова, д. 8/2.",1982,56.238696,57.95794
"г. Пермь, ул. Лукоянова, д. 17",1957,56.237519,57.958781
"г. Пермь, ул. Лукоянова, д. 18",1958,56.233396,57.95847
"г. Пермь, ул. Лукоянова, д. 19",1957,56.236935,57.958986
"г. Пермь, ул. Лукоянова, д. 20",1958,56.232722,57.958293
"г. Пермь, ул. Лукоянова, д. 21",1957,56.236019,57.958876
"г. Пермь, ул. Лукоянова, д. 22",1959,56.23195,57.958317
"г. Пермь, ул. Лукоянова, д. 24",1958,56.231438,57.95836
"г. Пермь, ул. Лукоянова, д. 26",1958,56.230701,57.958422
"г. Пермь, ул. Лукоянова, д. 27",1958,56.233486,57.959053
"г. Пермь, ул. Лукоянова, д. 28А",1959,56.229875,57.958451
"г. Пермь, ул. Лукоянова, д. 29",1958,56.233028,57.959339
"г. Пермь, ул. Лукоянова, д. 30",1958,56.2293,57.958532
"г. Пермь, ул. Лукоянова, д. 32",1958,56.228599,57.958795
"г. Пермь, ул. Лукоянова, д. 34",1959,56.227943,57.958628
"г. Пермь, ул. Лукоянова, д. 35",1958,56.229605,57.959478
"г. Пермь, ул. Лукоянова, д. 36",1959,56.22726,57.958671
"г. Пермь, ул. Лукоянова, д. 37",1958,56.228868,57.959354
"г. Пермь, ул. Лукоянова, д. 38",1959,56.226551,57.958723
"г. Пермь, ул. Лукоянова, д. 39",1958,56.228222,57.959564
"г. Пермь, ул. Лукоянова, д. 41",1959,56.227494,57.959545
"г. Пермь, ул. Луначарского, д. 15",2014,56.256788,58.01178
"г. Пермь, ул. Луначарского, д. 21",1973,56.255243,58.011075
"г. Пермь, ул. Луначарского, д. 23",1979,56.254542,58.010874
"г. Пермь, ул. Луначарского, д. 26",1984,56.252279,58.011804
"г. Пермь, ул. Луначарского, д. 26а",1949,56.252862,58.011938
"г. Пермь, ул. Луначарского, д. 32",1940,56.251749,58.010908
"г. Пермь, ул. Луначарского, д. 32а",1945,56.250922,58.011051
"г. Пермь, ул. Луначарского, д. 32а",2016,56.250922,58.011051
"г. Пермь, ул. Луначарского, д. 33",1942,56.252665,58.01034
"г. Пермь, ул. Луначарского, д. 34",1966,56.250203,58.010531
"г. Пермь, ул. Луначарского, д. 35",1944,56.251829,58.010331
"г. Пермь, ул. Луначарского, д. 51",1990,56.244553,58.008309
"г. Пермь, ул. Луначарского, д. 51А",1994,56.244203,58.007399
"г. Пермь, ул. Луначарского, д. 54",2001,56.244526,58.009311
"г. Пермь, ул. Луначарского, д. 62Б",1960,56.238391,58.007031
"г. Пермь, ул. Луначарского, д. 65",1959,56.243277,58.008018
"г. Пермь, ул. Луначарского, д. 66",2012,56.234177,58.006249
"г. Пермь, ул. Луначарского, д. 69",1962,56.241454,58.007523
"г. Пермь, ул. Луначарского, д. 80",1972,56.226614,58.005353
"г. Пермь, ул. Луначарского, д. 90",1972,56.22514,58.0048
"г. Пермь, ул. Луначарского, д. 94",1975,56.219894,58.003903
"г. Пермь, ул. Луначарского, д. 95А",1959,56.230279,58.005191
"г. Пермь, ул. Луначарского, д. 96",1977,56.217864,58.003555
"г. Пермь, ул. Луначарского, д. 97А",1952,56.22824,58.004886
"г. Пермь, ул. Луначарского, д. 103",2e3,56.21843,58.00305
"г. Пермь, ул. Луначарского, д. 105",1999,56.216723,58.002849
"г. Пермь, ул. Луначарского, д. 128",1968,56.214298,58.003112
"г. Пермь, ул. Луначарского, д. 130",1968,56.213534,58.002968
"г. Пермь, ул. Луначарского, д. 131",1968,56.21437,58.002406
"г. Пермь, ул. Луначарского, д. 132",1968,56.212771,58.002811
"г. Пермь, ул. Луначарского, д. 134",1967,56.211962,58.002716
"г. Пермь, ул. Луначарского, д. 135",1968,56.211962,58.002038
"г. Пермь, ул. Луначарского 2-я, д. 3",1917,56.259393,58.013711
"г. Пермь, ул. Луначарского 2-я, д. 3, к. а",1917,56.259591,58.013826
"г. Пермь, ул. Луначарского 2-я, д. 3а",1917,56.259591,58.013826
"г. Пермь, ул. Луначарского 2-я, д. 5",1917,56.26022,58.014035
"г. Пермь, ул. Луначарского 2-я, д. 7",1917,56.260929,58.014164
"г. Пермь, ул. Льва Толстого, д. 2",2013,56.227099,57.986373
"г. Пермь, ул. Льва Толстого, д. 10",1990,56.220325,57.987848
"г. Пермь, ул. Льва Толстого, д. 17",1973,56.222472,57.986645
"г. Пермь, ул. Льва Толстого, д. 25",1986,56.220855,57.986617
"г. Пермь, ул. Льва Толстого, д. 25а",1967,56.221305,57.986765
"г. Пермь, ул. Льва Толстого, д. 33",1972,56.21958,57.987013
"г. Пермь, ул. Льва Толстого, д. 33",1972,56.21958,57.987013
"г. Пермь, ул. Льва Толстого, д. 49",1955,56.212842,57.987895
"г. Пермь, ул. Льва Толстого, д. 51",1954,56.212034,57.987943
"г. Пермь, ул. Льва Шатрова, д. 1",1963,56.259106,57.987962
"г. Пермь, ул. Льва Шатрова, д. 2",1963,56.258935,57.987285
"г. Пермь, ул. Льва Шатрова, д. 4",1961,56.260336,57.987309
"г. Пермь, ул. Льва Шатрова, д. 6",1962,56.260839,57.987609
"г. Пермь, ул. Льва Шатрова, д. 7",1963,56.26251,57.98822
"г. Пермь, ул. Льва Шатрова, д. 8",1960,56.261639,57.987323
"г. Пермь, ул. Льва Шатрова, д. 9",1962,56.262825,57.988673
"г. Пермь, ул. Льва Шатрова, д. 9/2",1979,56.263687,57.989107
"г. Пермь, ул. Льва Шатрова, д. 10",1960,56.26225,57.987323
"г. Пермь, ул. Льва Шатрова, д. 11",1963,56.263328,57.988234
"г. Пермь, ул. Льва Шатрова, д. 12",1960,56.26295,57.987351
"г. Пермь, ул. Льва Шатрова, д. 13",1962,56.26375,57.988692
"г. Пермь, ул. Льва Шатрова, д. 14",1960,56.263579,57.987347
"г. Пермь, ул. Льва Шатрова, д. 15",1962,56.264127,57.988253
"г. Пермь, ул. Льва Шатрова, д. 17",1962,56.264639,57.988697
"г. Пермь, ул. Льва Шатрова, д. 18",1964,56.266939,57.986917
"г. Пермь, ул. Льва Шатрова, д. 20",1965,56.267819,57.986965
"г. Пермь, ул. Льва Шатрова, д. 22",1965,56.268709,57.986975
"г. Пермь, ул. Льва Шатрова, д. 24",1965,56.269634,57.986827
"г. Пермь, ул. Льва Шатрова, д. 26",1967,56.271628,57.987399
"г. Пермь, ул. Льва Шатрова, д. 27",1966,56.271763,57.988859
"г. Пермь, ул. Льва Шатрова, д. 28",1964,56.272374,57.987538
"г. Пермь, ул. Льва Шатрова, д. 29",1966,56.272643,57.988878
"г. Пермь, ул. Льва Шатрова, д. 30",1964,56.273092,57.987671
"г. Пермь, ул. Льва Шатрова, д. 31",1966,56.273551,57.988974
"г. Пермь, ул. Льва Шатрова, д. 32",1966,56.273865,57.988182
"г. Пермь, ул. Льва Шатрова, д. 33",1969,56.273012,57.989746
"г. Пермь, ул. Льва Шатрова, д. 34",1987,56.274934,57.987728
"г. Пермь, ул. Льва Шатрова, д. 35",1986,56.274638,57.988969
"г. Пермь, ул. Люблинская, д. 11",1957,56.231096,57.965885
"г. Пермь, ул. Люблинская, д. 13",1957,56.23018,57.966061
"г. Пермь, ул. Люблинская, д. 24",1972,56.230935,57.965469
"г. Пермь, ул. Лядовская, д. 87",1959,56.349629,58.035225
"г. Пермь, ул. Лядовская, д. 89",1959,56.350132,58.035445
"г. Пермь, ул. Лядовская, д. 91",1959,56.350653,58.03524
"г. Пермь, ул. Лядовская, д. 93",1959,56.351435,58.035235
"г. Пермь, ул. Лядовская, д. 95",1959,56.35183,58.035506
"г. Пермь, ул. Лядовская, д. 97",1959,56.351812,58.035931
"г. Пермь, ул. Лядовская, д. 103",1960,56.353797,58.035516
"г. Пермь, ул. Лядовская, д. 105",1960,56.353797,58.035921
"г. Пермь, ул. Лядовская, д. 107",1961,56.354174,58.036221
"г. Пермь, ул. Лядовская, д. 109",1960,56.354668,58.03594
"г. Пермь, ул. Лядовская, д. 111",1960,56.354686,58.035511
"г. Пермь, ул. Лядовская, д. 113",1961,56.354174,58.035254
"г. Пермь, ул. Лядовская, д. 115",1962,56.355163,58.035259
"г. Пермь, ул. Лядовская, д. 117",1961,56.355666,58.035526
"г. Пермь, ул. Лядовская, д. 119",1961,56.355666,58.03594
"г. Пермь, ул. Лядовская, д. 121",1961,56.355163,58.036231
"г. Пермь, ул. Лядовская, д. 123",1962,56.356124,58.035268
"г. Пермь, ул. Лядовская, д. 125",2015,56.357435,58.035616
"г. Пермь, ул. Лядовская, д. 127, лит. а",2016,56.358351999999996,58.035816
"г. Пермь, ул. Лядовская, д. 127",2016,56.35943,58.035254
"г. Пермь, ул. Лякишева, д. 4",1960,56.303959,58.000846
"г. Пермь, ул. Лякишева, д. 6",1968,56.304417,58.000317
"г. Пермь, ул. Лякишева, д. 8",1972,56.30483,57.999883
"г. Пермь, ул. Лякишева, д. 9",1985,56.305378,58.000293
"г. Пермь, ул. Лянгасова, д. 67",1992,56.393763,58.10883
"г. Пермь, ул. Лянгасова, д. 69, к. а",1996,56.393107,58.108164
"г. Пермь, ул. Магистральная, д. 1, к. а",1954,55.92778,57.993673
"г. Пермь, ул. Магистральная, д. 1, к. б",1954,55.928274,57.993587
"г. Пермь, ул. Магистральная, д. 1А",1954,55.92778,57.993673
"г. Пермь, ул. Магистральная, д. 1Б",1954,55.928274,57.993587
"г. Пермь, ул. Магистральная, д. 3",1953,55.928005,57.994679
"г. Пермь, ул. Магистральная, д. 4",1956,55.928247,57.994965
"г. Пермь, ул. Магистральная, д. 12А",1958,55.943348,58.005248
"г. Пермь, ул. Магистральная, д. 16",1957,55.942881,58.00613
"г. Пермь, ул. Магистральная, д. 20",1969,55.944947,58.007174
"г. Пермь, ул. Магистральная, д. 22",1970,55.946474,58.006879
"г. Пермь, ул. Магистральная, д. 24",1969,55.946618,58.007704
"г. Пермь, ул. Магистральная, д. 26",1970,55.947327,58.007518
"г. Пермь, ул. Магистральная, д. 28",1970,55.9473,58.008366
"г. Пермь, ул. Магистральная, д. 30",1970,55.948549,58.008591
"г. Пермь, ул. Магистральная, д. 32",1972,55.949151,58.009096
"г. Пермь, ул. Магистральная, д. 34",1971,55.949879,58.008929
"г. Пермь, ул. Магистральная, д. 36",1971,55.950112,58.009883
"г. Пермь, ул. Магистральная, д. 38",1970,55.951046,58.010007
"г. Пермь, ул. Магистральная, д. 40",1980,55.952062,58.010975
"г. Пермь, ул. Магистральная, д. 42",1980,55.952583,58.010636
"г. Пермь, ул. Магистральная, д. 44",1980,55.953643,58.011237
"г. Пермь, ул. Магистральная, д. 94, к. а",1972,55.968896,58.016576
"г. Пермь, ул. Магистральная, д. 94а",1972,55.968896,58.016576
"г. Пермь, ул. Магистральная, д. 96",1964,55.969812,58.01711
"г. Пермь, ул. Магистральная, д. 96/2",1966,55.969103,58.0159
"г. Пермь, ул. Магистральная, д. 96/3",1966,55.96983,58.016181
"г. Пермь, ул. Магистральная, д. 96/4",1966,55.970504,58.016505
"г. Пермь, ул. Магистральная, д. 98",1965,55.970684,58.01701
"г. Пермь, ул. Магистральная, д. 98 а",1979,55.971232,58.017725
"г. Пермь, ул. Магистральная, д. 100",1965,55.972372,58.01814
"г. Пермь, ул. Магистральная, д. 100а",1965,55.971923,58.016924
"г. Пермь, ул. Магистральная, д. 100 б",1966,55.97248,58.017377
"г. Пермь, ул. Магистральная, д. 100Б",1966,55.97248,58.017377
"г. Пермь, ул. Магистральная, д. 100В",1966,55.973127,58.01762
"г. Пермь, ул. Магистральная, д. 100 в",1966,55.973127,58.01762
"г. Пермь, ул. Магистральная, д. 102",1964,55.974618,58.01907
"г. Пермь, ул. Магистральная, д. 104",1965,55.973343,58.018054
"г. Пермь, ул. Магистральная, д. 104/1",1980,55.973675,58.018698
"г. Пермь, ул. Макаренко, д. 8",1973,56.302081,58.01364
"г. Пермь, ул. Макаренко, д. 10",1972,56.301291,58.013544
"г. Пермь, ул. Макаренко, д. 12",1971,56.300536,58.013254
"г. Пермь, ул. Макаренко, д. 12А",2010,56.301309,58.014512
"г. Пермь, ул. Макаренко, д. 14",1971,56.299799,58.012877
"г. Пермь, ул. Макаренко, д. 14А",2012,56.299314,58.014312
"г. Пермь, ул. Макаренко, д. 16",1972,56.299045,58.012548
"г. Пермь, ул. Макаренко, д. 16А",2011,56.298973,58.013749
"г. Пермь, ул. Макаренко, д. 19",2015,56.302126,58.010855
"г. Пермь, ул. Макаренко, д. 20",1970,56.297679,58.012391
"г. Пермь, ул. Макаренко, д. 23",2009,56.302881,58.010069
"г. Пермь, ул. Макаренко, д. 24",1972,56.298425,58.011642
"г. Пермь, ул. Макаренко, д. 26",1971,56.29697,58.011118
"г. Пермь, ул. Макаренко, д. 28",1970,56.295038,58.010441
"г. Пермь, ул. Макаренко, д. 30",1963,56.293116,58.009921
"г. Пермь, ул. Макаренко, д. .30",1963,56.293116,58.009921
"г. Пермь, ул. Макаренко, д. 32",1963,56.292236,58.009678
"г. Пермь, ул. Макаренко, д. 34",1962,56.291328,58.009444
"г. Пермь, ул. Макаренко, д. 36",1962,56.290259,58.010135
"г. Пермь, ул. Макаренко, д. 40",1962,56.289379,58.009907
"г. Пермь, ул. Макаренко, д. 44",1963,56.288508,58.009682
"г. Пермь, ул. Макаренко, д. 46",1963,56.288552,58.008829
"г. Пермь, ул. Макаренко, д. 54",1963,56.286118,58.007809
"г. Пермь, ул. Макарова, д. 31",1954,56.028095,58.035707
"г. Пермь, ул. Макарова, д. 31, к. а",1952,56.027215,58.035721
"г. Пермь, ул. Максима Горького, д. 9",1999,56.249557,58.017506
"г. Пермь, ул. Максима Горького, д. 27",1989,56.25359,58.013668
"г. Пермь, ул. Максима Горького, д. 41",1994,56.256177,58.010803
"г. Пермь, ул. Максима Горького, д. 51",1985,56.259088,58.007823
"г. Пермь, ул. Максима Горького, д. 54",1900,56.257902,58.009959
"г. Пермь, ул. Максима Горького, д. 58",1973,56.258477,58.009497
"г. Пермь, ул. Максима Горького, д. 64",1998,56.260615,58.008028
"г. Пермь, ул. Максима Горького, д. 65",1989,56.260265,58.004847
"г. Пермь, ул. Максима Горького, д. 65а",1992,56.261935,58.00479
"г. Пермь, ул. Максима Горького, д. 72",1972,56.262879,58.004962
"г. Пермь, ул. Максима Горького, д. 74",1961,56.2634,58.004285
"г. Пермь, ул. Максима Горького, д. 75",1976,56.262286,58.004494
"г. Пермь, ул. Малая Ямская, д. 2, лит. а.",1993,56.259294,58.009487
"г. Пермь, ул. Малая Ямская, д. 2А",1993,56.259294,58.009487
"г. Пермь, ул. Малая Ямская, д. 5А",1967,56.258935,58.009854
"г. Пермь, ул. Малкова, д. 4",1970,56.195325,57.991927
"г. Пермь, ул. Малкова, д. 6",1969,56.194032,57.992418
"г. Пермь, ул. Малкова, д. 8",1968,56.194553,57.992695
"г. Пермь, ул. Малкова, д. 10",1968,56.195218,57.99289
"г. Пермь, ул. Малкова, д. 14",1969,56.19334,57.993505999999996
"г. Пермь, ул. Малкова, д. 16",1968,56.192954,57.994379
"г. Пермь, ул. Малкова, д. 18",1970,56.193124,57.995328
"г. Пермь, ул. Малкова, д. 21",2007,56.192199,57.996186
"г. Пермь, ул. Малкова, д. 22",1969,56.194616,57.99673
"г. Пермь, ул. Малкова, д. 24",1970,56.195927,57.997059
"г. Пермь, ул. Малкова, д. 26",2001,56.195092,57.997589
"г. Пермь, ул. Малкова, д. 26",2004,56.195092,57.997589
"г. Пермь, ул. Малкова, д. 26/1",1998,56.19334,57.996806
"г. Пермь, ул. Малкова, д. 28, лит. А",1999,56.192729,57.997708
"г. Пермь, ул. Малкова, д. 28/1",1989,56.19405,57.998671
"г. Пермь, ул. Малкова, д. 28/2",1977,56.194247,57.998881
"г. Пермь, ул. Малкова, д. 28/3",1978,56.194364,57.999101
"г. Пермь, ул. Малкова, д. 28/4",1980,56.194813,57.999115
"г. Пермь, ул. Малкова, д. 28/5",1980,56.195253,57.99912
"г. Пермь, ул. Малкова, д. 28/6",1980,56.194113,57.999315
"г. Пермь, ул. Малкова, д. 30А",1995,56.194122,58.001285
"г. Пермь, ул. Малореченская, д. 41",1958,56.461397,58.14671
"г. Пермь, ул. Малышева, д. 3",1991,56.257408,58.007108
"г. Пермь, ул. Марии Загуменных, д. 4",1956,56.098774,58.041381
"г. Пермь, ул. Марии Загуменных, д. 4а",1994,56.099951,58.041214
"г. Пермь, ул. Марии Загуменных, д. 6",1957,56.098954,58.041738
"г. Пермь, ул. Марии Загуменных, д. 12",1961,56.099897,58.042858
"г. Пермь, ул. Марии Загуменных, д. 14",1961,56.100239,58.043277
"г. Пермь, ул. Маршала Рыбалко, д. 1, к. а",1957,55.937994,57.997345
"г. Пермь, ул. Маршала Рыбалко, д. 4",1952,55.939288,57.997407
"г. Пермь, ул. Маршала Рыбалко, д. 5, к. а",1959,55.938623,57.998099
"г. Пермь, ул. Маршала Рыбалко, д. 7, к. А",1955,55.939252,57.998156
"г. Пермь, ул. Маршала Рыбалко, д. 8",1952,55.940051,57.997851
"г. Пермь, ул. Маршала Рыбалко, д. 9, к. а",1958,55.939925,57.998571
"г. Пермь, ул. Маршала Рыбалко, д. 12",1951,55.942153,57.999062
"г. Пермь, ул. Маршала Рыбалко, д. 12а",2001,55.94253,57.998667
"г. Пермь, ул. Маршала Рыбалко, д. 13",1971,55.941192,57.999501
"г. Пермь, ул. Маршала Рыбалко, д. 15",1949,55.942324,58.00014
"г. Пермь, ул. Маршала Рыбалко, д. 17",1948,55.942809,58.000555
"г. Пермь, ул. Маршала Рыбалко, д. 19",1948,55.943186,58.000951
"г. Пермь, ул. Маршала Рыбалко, д. 21",1985,55.94404,58.001185
"г. Пермь, ул. Маршала Рыбалко, д. 25",1941,55.945423,58.002024
"г. Пермь, ул. Маршала Рыбалко, д. 27",1945,55.946196,58.002492
"г. Пермь, ул. Маршала Рыбалко, д. 27, к. а",1945,55.945666,58.002911
"г. Пермь, ул. Маршала Рыбалко, д. 27А",1945,55.945666,58.002911
"г. Пермь, ул. Маршала Рыбалко, д. 28",1961,55.948765,58.003174
"г. Пермь, ул. Маршала Рыбалко, д. 30",1964,55.950031,58.003984
"г. Пермь, ул. Маршала Рыбалко, д. 31",1942,55.947624,58.00334
"г. Пермь, ул. Маршала Рыбалко, д. 31, к. а",1942,55.946761,58.003464
"г. Пермь, ул. Маршала Рыбалко, д. 31А",1942,55.946761,58.003464
"г. Пермь, ул. Маршала Рыбалко, д. 32",1967,55.951576,58.004843
"г. Пермь, ул. Маршала Рыбалко, д. 33",1942,55.948199,58.003741
"г. Пермь, ул. Маршала Рыбалко, д. 33/А",1990,55.9473,58.003703
"г. Пермь, ул. Маршала Рыбалко, д. 34",1966,55.952744,58.005167
"г. Пермь, ул. Маршала Рыбалко, д. 35",1970,55.949474,58.004638
"г. Пермь, ул. Маршала Рыбалко, д. 36",1966,55.953265,58.00551
"г. Пермь, ул. Маршала Рыбалко, д. 37",1973,55.949124,58.005377
"г. Пермь, ул. Маршала Рыбалко, д. 38",1968,55.953804,58.00582
"г. Пермь, ул. Маршала Рыбалко, д. 39",1977,55.950696,58.005324
"г. Пермь, ул. Маршала Рыбалко, д. 40",1968,55.954738999999996,58.006006
"г. Пермь, ул. Маршала Рыбалко, д. 40а",1968,55.956185,58.00582
"г. Пермь, ул. Маршала Рыбалко, д. 41",1969,55.950319,58.005811
"г. Пермь, ул. Маршала Рыбалко, д. 41",1969,55.950319,58.005811
"г. Пермь, ул. Маршала Рыбалко, д. 42",1968,55.954703,58.006793
"г. Пермь, ул. Маршала Рыбалко, д. 43, к. а",2004,55.951819,58.006822
"г. Пермь, ул. Маршала Рыбалко, д. 44",1966,55.955834,58.007518
"г. Пермь, ул. Маршала Рыбалко, д. 45",1971,55.952421,58.007251
"г. Пермь, ул. Маршала Рыбалко, д. 47",1972,55.953607,58.007151
"г. Пермь, ул. Маршала Рыбалко, д. 49",1978,55.955125,58.007995
"г. Пермь, ул. Маршала Рыбалко, д. 74",1960,55.958125,58.008347
"г. Пермь, ул. Маршала Рыбалко, д. 76",1960,55.959293,58.008166
"г. Пермь, ул. Маршала Рыбалко, д. 78",1960,55.96003,58.008262
"г. Пермь, ул. Маршала Рыбалко, д. 78/А",1989,55.960578,58.007723
"г. Пермь, ул. Маршала Рыбалко, д. 80",1960,55.960784,58.008452
"г. Пермь, ул. Маршала Рыбалко, д. 82",1960,55.961539,58.008471
